county,town,precinct,office,district,party,candidate,votes
Caledonia,Burke,NA,Governor,NA,Republican,Jim Douglas,102
Chittenden,Burlington,Chittenden 3-1,Governor,NA,Republican,Jim Douglas,530
Chittenden,Burlington,Chittenden 3-2,Governor,NA,Republican,Jim Douglas,228
Chittenden,Burlington,Chittenden 3-3,Governor,NA,Republican,Jim Douglas,129
Chittenden,Burlington,Chittenden 3-4,Governor,NA,Republican,Jim Douglas,103
Chittenden,Burlington,Chittenden 3-5,Governor,NA,Republican,Jim Douglas,347
Chittenden,Burlington,Chittenden 3-6,Governor,NA,Republican,Jim Douglas,34
Washington,Cabot,NA,Governor,NA,Republican,Jim Douglas,51
Washington,Calais,NA,Governor,NA,Republican,Jim Douglas,97
Lamoille,Cambridge,NA,Governor,NA,Republican,Jim Douglas,176
Essex,Canaan,NA,Governor,NA,Republican,Jim Douglas,58
Rutland,Castleton,NA,Governor,NA,Republican,Jim Douglas,173
Windsor,Cavendish,NA,Governor,NA,Republican,Jim Douglas,74
Orleans,Charleston,NA,Governor,NA,Republican,Jim Douglas,48
Chittenden,Charlotte,NA,Governor,NA,Republican,Jim Douglas,229
Orange,Chelsea,NA,Governor,NA,Republican,Jim Douglas,144
Windsor,Chester,NA,Governor,NA,Republican,Jim Douglas,169
Rutland,Chittenden,NA,Governor,NA,Republican,Jim Douglas,73
Rutland,Clarendon,NA,Governor,NA,Republican,Jim Douglas,134
Chittenden,Colchester,Chittenden 7-1,Governor,NA,Republican,Jim Douglas,322
Chittenden,Colchester,Chittenden 7-2,Governor,NA,Republican,Jim Douglas,566
Essex,Concord,NA,Governor,NA,Republican,Jim Douglas,64
Orange,Corinth,NA,Governor,NA,Republican,Jim Douglas,72
Addison,Cornwall,NA,Governor,NA,Republican,Jim Douglas,89
Orleans,Coventry,NA,Governor,NA,Republican,Jim Douglas,87
Orleans,Craftsbury,NA,Governor,NA,Republican,Jim Douglas,78
Rutland,Danby,NA,Governor,NA,Republican,Jim Douglas,153
Caledonia,Danville,NA,Governor,NA,Republican,Jim Douglas,205
Orleans,Derby,NA,Governor,NA,Republican,Jim Douglas,245
Bennington,Dorset,NA,Governor,NA,Republican,Jim Douglas,134
Windham,Dover,NA,Governor,NA,Republican,Jim Douglas,64
Windham,Dummerston,NA,Governor,NA,Republican,Jim Douglas,50
Washington,Duxbury,NA,Governor,NA,Republican,Jim Douglas,83
Essex,E. Haven,NA,Governor,NA,Republican,Jim Douglas,45
Washington,E. Montpelier,NA,Governor,NA,Republican,Jim Douglas,212
Lamoille,Eden,NA,Governor,NA,Republican,Jim Douglas,43
Lamoille,Elmore,NA,Governor,NA,Republican,Jim Douglas,38
Franklin,Enosburgh,NA,Governor,NA,Republican,Jim Douglas,92
Chittenden,Essex,Chittenden 6-1,Governor,NA,Republican,Jim Douglas,484
Chittenden,Essex,Chittenden 6-2,Governor,NA,Republican,Jim Douglas,516
Chittenden,Essex,Chittenden 6-3,Governor,NA,Republican,Jim Douglas,147
Rutland,Fair Haven,NA,Governor,NA,Republican,Jim Douglas,92
Franklin,Fairfax,NA,Governor,NA,Republican,Jim Douglas,205
Franklin,Fairfield,NA,Governor,NA,Republican,Jim Douglas,62
Orange,Fairlee,NA,Governor,NA,Republican,Jim Douglas,58
Washington,Fayston,NA,Governor,NA,Republican,Jim Douglas,49
Addison,Ferrisburgh,NA,Governor,NA,Republican,Jim Douglas,281
Franklin,Fletcher,NA,Governor,NA,Republican,Jim Douglas,50
Franklin,Franklin,NA,Governor,NA,Republican,Jim Douglas,97
Franklin,Georgia,NA,Governor,NA,Republican,Jim Douglas,259
Orleans,Glover,NA,Governor,NA,Republican,Jim Douglas,73
Addison,Goshen,NA,Governor,NA,Republican,Jim Douglas,22
Windham,Grafton,NA,Governor,NA,Republican,Jim Douglas,31
Essex,Granby,NA,Governor,NA,Republican,Jim Douglas,20
Grand Isle,Grand Isle,NA,Governor,NA,Republican,Jim Douglas,188
Addison,Granville,NA,Governor,NA,Republican,Jim Douglas,13
Orleans,Greensboro,NA,Governor,NA,Republican,Jim Douglas,53
Caledonia,Groton,NA,Governor,NA,Republican,Jim Douglas,78
Essex,Guildhall,NA,Governor,NA,Republican,Jim Douglas,42
Windham,Guilford,NA,Governor,NA,Republican,Jim Douglas,58
Windham,Halifax,NA,Governor,NA,Republican,Jim Douglas,32
Addison,Hancock,NA,Governor,NA,Republican,Jim Douglas,19
Caledonia,Hardwick,NA,Governor,NA,Republican,Jim Douglas,120
Windsor,Hartford,Windsor 6-1,Governor,NA,Republican,Jim Douglas,71
Windsor,Hartford,Windsor 6-2,Governor,NA,Republican,Jim Douglas,213
Windsor,Hartland,NA,Governor,NA,Republican,Jim Douglas,170
Franklin,Highgate,NA,Governor,NA,Republican,Jim Douglas,118
Chittenden,Hinesburg,Chittenden 1-1,Governor,NA,Republican,Jim Douglas,181
Chittenden,Hinesburg,Chittenden 1-2,Governor,NA,Republican,Jim Douglas,5
Orleans,Holland,NA,Governor,NA,Republican,Jim Douglas,39
Rutland,Hubbardton,NA,Governor,NA,Republican,Jim Douglas,32
Chittenden,Huntington,NA,Governor,NA,Republican,Jim Douglas,87
Lamoille,Hyde Park,NA,Governor,NA,Republican,Jim Douglas,148
Rutland,Ira,Rutland Rutland 1-1,Governor,NA,Republican,Jim Douglas,2
Rutland,Ira,Rutland Rutland 1-2,Governor,NA,Republican,Jim Douglas,21
Orleans,Irasburg,NA,Governor,NA,Republican,Jim Douglas,51
Grand Isle,Isle La Motte,NA,Governor,NA,Republican,Jim Douglas,51
Windham,Jamaica,NA,Governor,NA,Republican,Jim Douglas,45
Orleans,Jay,NA,Governor,NA,Republican,Jim Douglas,35
Chittenden,Jericho,NA,Governor,NA,Republican,Jim Douglas,384
Lamoille,Johnson,NA,Governor,NA,Republican,Jim Douglas,83
Rutland,Killington,NA,Governor,NA,Republican,Jim Douglas,65
Caledonia,Kirby,NA,Governor,NA,Republican,Jim Douglas,27
Bennington,Landgrove,NA,Governor,NA,Republican,Jim Douglas,19
Addison,Leicester,NA,Governor,NA,Republican,Jim Douglas,79
Essex,Lemington,NA,Governor,NA,Republican,Jim Douglas,8
Addison,Lincoln,NA,Governor,NA,Republican,Jim Douglas,109
Windham,Londonderry,NA,Governor,NA,Republican,Jim Douglas,82
Orleans,Lowell,NA,Governor,NA,Republican,Jim Douglas,35
Windsor,Ludlow,NA,Governor,NA,Republican,Jim Douglas,99
Essex,Lunenburg,NA,Governor,NA,Republican,Jim Douglas,101
Caledonia,Lyndon,NA,Governor,NA,Republican,Jim Douglas,278
Essex,Maidstone,NA,Governor,NA,Republican,Jim Douglas,21
Bennington,Manchester,NA,Governor,NA,Republican,Jim Douglas,226
Windham,Marlboro,NA,Governor,NA,Republican,Jim Douglas,31
Washington,Marshfield,NA,Governor,NA,Republican,Jim Douglas,70
Rutland,Mendon,NA,Governor,NA,Republican,Jim Douglas,96
Addison,Middlebury,NA,Governor,NA,Republican,Jim Douglas,320
Washington,Middlesex,NA,Governor,NA,Republican,Jim Douglas,101
Rutland,Middletown Springs,NA,Governor,NA,Republican,Jim Douglas,53
Chittenden,Milton,Chittenden 9,Governor,NA,Republican,Jim Douglas,413
Chittenden,Milton,Grand Isle-Chittenden 1-1,Governor,NA,Republican,Jim Douglas,84
Addison,Monkton,NA,Governor,NA,Republican,Jim Douglas,109
Franklin,Montgomery,NA,Governor,NA,Republican,Jim Douglas,39
Washington,Montpelier,NA,Governor,NA,Republican,Jim Douglas,472
Washington,Moretown,NA,Governor,NA,Republican,Jim Douglas,117
Orleans,Morgan,NA,Governor,NA,Republican,Jim Douglas,73
Lamoille,Morristown,NA,Governor,NA,Republican,Jim Douglas,248
Rutland,Mount Holly,NA,Governor,NA,Republican,Jim Douglas,88
Rutland,Mount Tabor,NA,Governor,NA,Republican,Jim Douglas,10
Addison,New Haven,NA,Governor,NA,Republican,Jim Douglas,132
Caledonia,Newark,NA,Governor,NA,Republican,Jim Douglas,42
Orange,Newbury,Center Town House,Governor,NA,Republican,Jim Douglas,84
Orange,Newbury,Town Office,Governor,NA,Republican,Jim Douglas,36
Orange,Newbury,West River Village,Governor,NA,Republican,Jim Douglas,33
Windham,Newfane,NA,Governor,NA,Republican,Jim Douglas,59
Orleans,Newport City,NA,Governor,NA,Republican,Jim Douglas,311
Orleans,Newport Town,NA,Governor,NA,Republican,Jim Douglas,109
Grand Isle,N. Hero,NA,Governor,NA,Republican,Jim Douglas,101
Washington,Northfield,NA,Governor,NA,Republican,Jim Douglas,395
Essex,Norton,NA,Governor,NA,Republican,Jim Douglas,18
Windsor,Norwich,NA,Governor,NA,Republican,Jim Douglas,76
Orange,Orange,NA,Governor,NA,Republican,Jim Douglas,111
Addison,Orwell,NA,Governor,NA,Republican,Jim Douglas,116
Addison,Panton,NA,Governor,NA,Republican,Jim Douglas,60
Rutland,Pawlet,NA,Governor,NA,Republican,Jim Douglas,69
Caledonia,Peacham,NA,Governor,NA,Republican,Jim Douglas,58
Bennington,Peru,NA,Governor,NA,Republican,Jim Douglas,29
Rutland,Pittsfield,NA,Governor,NA,Republican,Jim Douglas,60
Rutland,Pittsford,NA,Governor,NA,Republican,Jim Douglas,148
Washington,Plainfield,NA,Governor,NA,Republican,Jim Douglas,58
Windsor,Plymouth,NA,Governor,NA,Republican,Jim Douglas,29
Windsor,Pomfret,NA,Governor,NA,Republican,Jim Douglas,48
Rutland,Poultney,NA,Governor,NA,Republican,Jim Douglas,272
Bennington,Pownal,NA,Governor,NA,Republican,Jim Douglas,124
Rutland,Proctor,NA,Governor,NA,Republican,Jim Douglas,93
Windham,Putney,NA,Governor,NA,Republican,Jim Douglas,40
Orange,Randolph,NA,Governor,NA,Republican,Jim Douglas,415
Windsor,Reading,NA,Governor,NA,Republican,Jim Douglas,32
Bennington,Readsboro,NA,Governor,NA,Republican,Jim Douglas,28
Franklin,Richford,NA,Governor,NA,Republican,Jim Douglas,83
Chittenden,Richmond,NA,Governor,NA,Republican,Jim Douglas,261
Addison,Ripton,NA,Governor,NA,Republican,Jim Douglas,18
Windsor,Rochester,NA,Governor,NA,Republican,Jim Douglas,75
Windham,Rockingham,NA,Governor,NA,Republican,Jim Douglas,115
Washington,Roxbury,NA,Governor,NA,Republican,Jim Douglas,35
Windsor,Royalton,NA,Governor,NA,Republican,Jim Douglas,101
Bennington,Rupert,NA,Governor,NA,Republican,Jim Douglas,35
Rutland,Rutland City,Rutland 5-1,Governor,NA,Republican,Jim Douglas,234
Rutland,Rutland City,Rutland 5-2,Governor,NA,Republican,Jim Douglas,191
Rutland,Rutland City,Rutland 5-3,Governor,NA,Republican,Jim Douglas,76
Rutland,Rutland City,Rutland 5-4,Governor,NA,Republican,Jim Douglas,163
Rutland,Rutland Town,Elem. School,Governor,NA,Republican,Jim Douglas,271
Rutland,Rutland Town,Town Hall,Governor,NA,Republican,Jim Douglas,95
Caledonia,Ryegate,NA,Governor,NA,Republican,Jim Douglas,67
Franklin,Salisbury,NA,Governor,NA,Republican,Jim Douglas,78
Franklin,Sandgate,NA,Governor,NA,Republican,Jim Douglas,24
Chittenden,Searsburg,NA,Governor,NA,Republican,Jim Douglas,13
Caledonia,Shaftsbury,NA,Governor,NA,Republican,Jim Douglas,232
Addison,Sharon,NA,Governor,NA,Republican,Jim Douglas,55
Bennington,Sheffield,NA,Governor,NA,Republican,Jim Douglas,38
Bennington,Shelburne,Chittenden 5-1,Governor,NA,Republican,Jim Douglas,325
Bennington,Shelburne,Chittenden 5-2,Governor,NA,Republican,Jim Douglas,287
Bennington,Sheldon,NA,Governor,NA,Republican,Jim Douglas,91
Windsor,Shoreham,NA,Governor,NA,Republican,Jim Douglas,92
Caledonia,Shrewsbury,NA,Governor,NA,Republican,Jim Douglas,75
Chittenden,S. Burlington,Chittenden 3-10,Governor,NA,Republican,Jim Douglas,199
Chittenden,S. Burlington,Chittenden 3-7,Governor,NA,Republican,Jim Douglas,288
Chittenden,S. Burlington,Chittenden 3-8,Governor,NA,Republican,Jim Douglas,376
Chittenden,S. Burlington,Chittenden 3-9,Governor,NA,Republican,Jim Douglas,327
Franklin,S. Hero,NA,Governor,NA,Republican,Jim Douglas,210
Addison,Springfield,Windsor 1-1,Governor,NA,Republican,Jim Douglas,2
Addison,Springfield,Windsor 1-2,Governor,NA,Republican,Jim Douglas,310
Rutland,St. Albans City,NA,Governor,NA,Republican,Jim Douglas,321
Chittenden,St. Albans Town,NA,Governor,NA,Republican,Jim Douglas,381
Grand Isle,St. George,NA,Governor,NA,Republican,Jim Douglas,36
Windsor,St. Johnsbury,NA,Governor,NA,Republican,Jim Douglas,446
Bennington,Stamford,NA,Governor,NA,Republican,Jim Douglas,33
Caledonia,Stannard,NA,Governor,NA,Republican,Jim Douglas,15
Addison,Starksboro,NA,Governor,NA,Republican,Jim Douglas,67
Windsor,Stockbridge,NA,Governor,NA,Republican,Jim Douglas,38
Lamoille,Stowe,NA,Governor,NA,Republican,Jim Douglas,333
Orange,Strafford,NA,Governor,NA,Republican,Jim Douglas,45
Windham,Stratton,NA,Governor,NA,Republican,Jim Douglas,13
Rutland,Sudbury,NA,Governor,NA,Republican,Jim Douglas,41
Bennington,Sunderland,NA,Governor,NA,Republican,Jim Douglas,41
Caledonia,Sutton,NA,Governor,NA,Republican,Jim Douglas,63
Franklin,Swanton,NA,Governor,NA,Republican,Jim Douglas,470
Orange,Thetford,NA,Governor,NA,Republican,Jim Douglas,82
Rutland,Tinmouth,NA,Governor,NA,Republican,Jim Douglas,31
Orange,Topsham,NA,Governor,NA,Republican,Jim Douglas,87
Windham,Townshend,NA,Governor,NA,Republican,Jim Douglas,44
Orleans,Troy,NA,Governor,NA,Republican,Jim Douglas,41
Orange,Tunbridge,NA,Governor,NA,Republican,Jim Douglas,102
Chittenden,Underhill,NA,Governor,NA,Republican,Jim Douglas,228
Addison,Vergennes,NA,Governor,NA,Republican,Jim Douglas,213
Windham,Vernon,NA,Governor,NA,Republican,Jim Douglas,160
Orange,Vershire,NA,Governor,NA,Republican,Jim Douglas,44
Essex,Victory,NA,Governor,NA,Republican,Jim Douglas,9
Washington,Waitsfield,NA,Governor,NA,Republican,Jim Douglas,110
Caledonia,Walden,NA,Governor,NA,Republican,Jim Douglas,54
Rutland,Wallingford,NA,Governor,NA,Republican,Jim Douglas,111
Addison,Waltham,NA,Governor,NA,Republican,Jim Douglas,43
Windham,Wardsboro,NA,Governor,NA,Republican,Jim Douglas,30
Washington,Warren,NA,Governor,NA,Republican,Jim Douglas,89
Orange,Washington,NA,Governor,NA,Republican,Jim Douglas,74
Washington,Waterbury,NA,Governor,NA,Republican,Jim Douglas,226
Caledonia,Waterford,NA,Governor,NA,Republican,Jim Douglas,118
Lamoille,Waterville,NA,Governor,NA,Republican,Jim Douglas,46
Windsor,Weathersfield,NA,Governor,NA,Republican,Jim Douglas,116
Rutland,Wells,NA,Governor,NA,Republican,Jim Douglas,42
Orange,W. Fairlee,NA,Governor,NA,Republican,Jim Douglas,28
Rutland,W. Haven,NA,Governor,NA,Republican,Jim Douglas,17
Rutland,W. Rutland,NA,Governor,NA,Republican,Jim Douglas,107
Windsor,W. Windsor,NA,Governor,NA,Republican,Jim Douglas,71
Orleans,Westfield,NA,Governor,NA,Republican,Jim Douglas,46
Chittenden,Westford,NA,Governor,NA,Republican,Jim Douglas,109
Windham,Westminster,Windham 4,Governor,NA,Republican,Jim Douglas,4
Windham,Westminster,Windham 5,Governor,NA,Republican,Jim Douglas,84
Orleans,Westmore,NA,Governor,NA,Republican,Jim Douglas,17
Windsor,Weston,NA,Governor,NA,Republican,Jim Douglas,29
Addison,Weybridge,NA,Governor,NA,Republican,Jim Douglas,75
Caledonia,Wheelock,NA,Governor,NA,Republican,Jim Douglas,46
Addison,Whiting,NA,Governor,NA,Republican,Jim Douglas,29
Windham,Whitingham,NA,Governor,NA,Republican,Jim Douglas,56
Orange,Williamstown,NA,Governor,NA,Republican,Jim Douglas,164
Chittenden,Williston,NA,Governor,NA,Republican,Jim Douglas,619
Windham,Wilmington,NA,Governor,NA,Republican,Jim Douglas,83
Windham,Windham,NA,Governor,NA,Republican,Jim Douglas,11
Windsor,Windsor,NA,Governor,NA,Republican,Jim Douglas,101
Bennington,Winhall,NA,Governor,NA,Republican,Jim Douglas,50
Chittenden,Winooski,NA,Governor,NA,Republican,Jim Douglas,222
Lamoille,Wolcott,NA,Governor,NA,Republican,Jim Douglas,68
Washington,Woodbury,NA,Governor,NA,Republican,Jim Douglas,76
Bennington,Woodford,NA,Governor,NA,Republican,Jim Douglas,22
Windsor,Woodstock,NA,Governor,NA,Republican,Jim Douglas,205
Washington,Worcester,NA,Governor,NA,Republican,Jim Douglas,55
Addison,Addison,NA,Governor,NA,Republican,Write-Ins,1
Orleans,Albany,NA,Governor,NA,Republican,Write-Ins,4
Grand Isle,Alburgh,NA,Governor,NA,Republican,Write-Ins,2
Windsor,Andover,NA,Governor,NA,Republican,Write-Ins,0
Bennington,Arlington,NA,Governor,NA,Republican,Write-Ins,1
Windham,Athens,NA,Governor,NA,Republican,Write-Ins,0
Franklin,Bakersfield,NA,Governor,NA,Republican,Write-Ins,1
Windsor,Baltimore,NA,Governor,NA,Republican,Write-Ins,0
Windsor,Barnard,NA,Governor,NA,Republican,Write-Ins,1
Caledonia,Barnet,NA,Governor,NA,Republican,Write-Ins,1
Washington,Barre City,Washington 3-1,Governor,NA,Republican,Write-Ins,9
Washington,Barre City,Washington 3-2,Governor,NA,Republican,Write-Ins,7
Washington,Barre City,Washington 3-3,Governor,NA,Republican,Write-Ins,1
Washington,Barre Town,NA,Governor,NA,Republican,Write-Ins,26
Orleans,Barton,NA,Governor,NA,Republican,Write-Ins,4
Lamoille,Belvidere,NA,Governor,NA,Republican,Write-Ins,1
Bennington,Bennington,Bennington 2-1,Governor,NA,Republican,Write-Ins,3
Bennington,Bennington,Bennington 2-1 Nb,Governor,NA,Republican,Write-Ins,3
Bennington,Bennington,Bennington 2-2,Governor,NA,Republican,Write-Ins,2
Bennington,Bennington,Bennington 5,Governor,NA,Republican,Write-Ins,0
Rutland,Benson,NA,Governor,NA,Republican,Write-Ins,0
Franklin,Berkshire,NA,Governor,NA,Republican,Write-Ins,1
Washington,Berlin,NA,Governor,NA,Republican,Write-Ins,2
Windsor,Bethel,NA,Governor,NA,Republican,Write-Ins,1
Essex,Bloomfield,NA,Governor,NA,Republican,Write-Ins,0
Chittenden,Bolton,NA,Governor,NA,Republican,Write-Ins,3
Orange,Bradford,NA,Governor,NA,Republican,Write-Ins,1
Orange,Braintree,NA,Governor,NA,Republican,Write-Ins,2
Rutland,Brandon,NA,Governor,NA,Republican,Write-Ins,1
Windham,Brattleboro,Windham 3-1,Governor,NA,Republican,Write-Ins,0
Windham,Brattleboro,Windham 3-2,Governor,NA,Republican,Write-Ins,0
Windham,Brattleboro,Windham 3-3,Governor,NA,Republican,Write-Ins,3
Windsor,Bridgewater,NA,Governor,NA,Republican,Write-Ins,2
Addison,Bridport,NA,Governor,NA,Republican,Write-Ins,2
Essex,Brighton,NA,Governor,NA,Republican,Write-Ins,0
Addison,Bristol,NA,Governor,NA,Republican,Write-Ins,5
Orange,Brookfield,NA,Governor,NA,Republican,Write-Ins,5
Windham,Brookline,NA,Governor,NA,Republican,Write-Ins,0
Orleans,Brownington,NA,Governor,NA,Republican,Write-Ins,0
Essex,Brunswick,NA,Governor,NA,Republican,Write-Ins,0
Caledonia,Burke,NA,Governor,NA,Republican,Write-Ins,1
Chittenden,Burlington,Chittenden 3-1,Governor,NA,Republican,Write-Ins,0
Chittenden,Burlington,Chittenden 3-2,Governor,NA,Republican,Write-Ins,3
Chittenden,Burlington,Chittenden 3-3,Governor,NA,Republican,Write-Ins,5
Chittenden,Burlington,Chittenden 3-4,Governor,NA,Republican,Write-Ins,15
Chittenden,Burlington,Chittenden 3-5,Governor,NA,Republican,Write-Ins,10
Chittenden,Burlington,Chittenden 3-6,Governor,NA,Republican,Write-Ins,1
Washington,Cabot,NA,Governor,NA,Republican,Write-Ins,4
Washington,Calais,NA,Governor,NA,Republican,Write-Ins,2
Lamoille,Cambridge,NA,Governor,NA,Republican,Write-Ins,7
Essex,Canaan,NA,Governor,NA,Republican,Write-Ins,0
Rutland,Castleton,NA,Governor,NA,Republican,Write-Ins,1
Windsor,Cavendish,NA,Governor,NA,Republican,Write-Ins,3
Orleans,Charleston,NA,Governor,NA,Republican,Write-Ins,0
Chittenden,Charlotte,NA,Governor,NA,Republican,Write-Ins,3
Orange,Chelsea,NA,Governor,NA,Republican,Write-Ins,0
Windsor,Chester,NA,Governor,NA,Republican,Write-Ins,3
Rutland,Chittenden,NA,Governor,NA,Republican,Write-Ins,2
Rutland,Clarendon,NA,Governor,NA,Republican,Write-Ins,0
Chittenden,Colchester,Chittenden 7-1,Governor,NA,Republican,Write-Ins,2
Chittenden,Colchester,Chittenden 7-2,Governor,NA,Republican,Write-Ins,6
Essex,Concord,NA,Governor,NA,Republican,Write-Ins,0
Orange,Corinth,NA,Governor,NA,Republican,Write-Ins,0
Addison,Cornwall,NA,Governor,NA,Republican,Write-Ins,0
Orleans,Coventry,NA,Governor,NA,Republican,Write-Ins,1
Orleans,Craftsbury,NA,Governor,NA,Republican,Write-Ins,1
Rutland,Danby,NA,Governor,NA,Republican,Write-Ins,4
Caledonia,Danville,NA,Governor,NA,Republican,Write-Ins,4
Orleans,Derby,NA,Governor,NA,Republican,Write-Ins,12
Bennington,Dorset,NA,Governor,NA,Republican,Write-Ins,0
Windham,Dover,NA,Governor,NA,Republican,Write-Ins,2
Windham,Dummerston,NA,Governor,NA,Republican,Write-Ins,0
Washington,Duxbury,NA,Governor,NA,Republican,Write-Ins,3
Essex,E. Haven,NA,Governor,NA,Republican,Write-Ins,0
Washington,E. Montpelier,NA,Governor,NA,Republican,Write-Ins,4
Lamoille,Eden,NA,Governor,NA,Republican,Write-Ins,33
Lamoille,Elmore,NA,Governor,NA,Republican,Write-Ins,1
Franklin,Enosburgh,NA,Governor,NA,Republican,Write-Ins,2
Chittenden,Essex,Chittenden 6-1,Governor,NA,Republican,Write-Ins,2
Chittenden,Essex,Chittenden 6-2,Governor,NA,Republican,Write-Ins,7
Chittenden,Essex,Chittenden 6-3,Governor,NA,Republican,Write-Ins,1
Rutland,Fair Haven,NA,Governor,NA,Republican,Write-Ins,0
Franklin,Fairfax,NA,Governor,NA,Republican,Write-Ins,4
Franklin,Fairfield,NA,Governor,NA,Republican,Write-Ins,2
Orange,Fairlee,NA,Governor,NA,Republican,Write-Ins,0
Washington,Fayston,NA,Governor,NA,Republican,Write-Ins,0
Addison,Ferrisburgh,NA,Governor,NA,Republican,Write-Ins,0
Franklin,Fletcher,NA,Governor,NA,Republican,Write-Ins,1
Franklin,Franklin,NA,Governor,NA,Republican,Write-Ins,0
Franklin,Georgia,NA,Governor,NA,Republican,Write-Ins,0
Orleans,Glover,NA,Governor,NA,Republican,Write-Ins,5
Addison,Goshen,NA,Governor,NA,Republican,Write-Ins,0
Windham,Grafton,NA,Governor,NA,Republican,Write-Ins,1
Essex,Granby,NA,Governor,NA,Republican,Write-Ins,0
Grand Isle,Grand Isle,NA,Governor,NA,Republican,Write-Ins,6
Addison,Granville,NA,Governor,NA,Republican,Write-Ins,0
Orleans,Greensboro,NA,Governor,NA,Republican,Write-Ins,1
Caledonia,Groton,NA,Governor,NA,Republican,Write-Ins,6
Essex,Guildhall,NA,Governor,NA,Republican,Write-Ins,0
Windham,Guilford,NA,Governor,NA,Republican,Write-Ins,1
Windham,Halifax,NA,Governor,NA,Republican,Write-Ins,0
Addison,Hancock,NA,Governor,NA,Republican,Write-Ins,0
Caledonia,Hardwick,NA,Governor,NA,Republican,Write-Ins,5
Windsor,Hartford,Windsor 6-1,Governor,NA,Republican,Write-Ins,0
Windsor,Hartford,Windsor 6-2,Governor,NA,Republican,Write-Ins,1
Windsor,Hartland,NA,Governor,NA,Republican,Write-Ins,0
Franklin,Highgate,NA,Governor,NA,Republican,Write-Ins,1
Chittenden,Hinesburg,Chittenden 1-1,Governor,NA,Republican,Write-Ins,5
Chittenden,Hinesburg,Chittenden 1-2,Governor,NA,Republican,Write-Ins,0
Orleans,Holland,NA,Governor,NA,Republican,Write-Ins,1
Rutland,Hubbardton,NA,Governor,NA,Republican,Write-Ins,0
Chittenden,Huntington,NA,Governor,NA,Republican,Write-Ins,0
Lamoille,Hyde Park,NA,Governor,NA,Republican,Write-Ins,7
Rutland,Ira,Rutland Rutland 1-1,Governor,NA,Republican,Write-Ins,0
Rutland,Ira,Rutland Rutland 1-2,Governor,NA,Republican,Write-Ins,0
Orleans,Irasburg,NA,Governor,NA,Republican,Write-Ins,4
Grand Isle,Isle La Motte,NA,Governor,NA,Republican,Write-Ins,2
Windham,Jamaica,NA,Governor,NA,Republican,Write-Ins,2
Orleans,Jay,NA,Governor,NA,Republican,Write-Ins,0
