county,town,precinct,office,district,party,candidate,votes
Orleans,Irasburg,NA,Attorney General,NA,Republican,Dennis Carver,27
Grand Isle,Isle La Motte,NA,Attorney General,NA,Republican,Dennis Carver,30
Windham,Jamaica,NA,Attorney General,NA,Republican,Dennis Carver,15
Orleans,Jay,NA,Attorney General,NA,Republican,Dennis Carver,18
Chittenden,Jericho,NA,Attorney General,NA,Republican,Dennis Carver,204
Lamoille,Johnson,NA,Attorney General,NA,Republican,Dennis Carver,48
Rutland,Killington,NA,Attorney General,NA,Republican,Dennis Carver,23
Caledonia,Kirby,NA,Attorney General,NA,Republican,Dennis Carver,16
Bennington,Landgrove,NA,Attorney General,NA,Republican,Dennis Carver,5
Addison,Leicester,NA,Attorney General,NA,Republican,Dennis Carver,23
Essex,Lemington,NA,Attorney General,NA,Republican,Dennis Carver,5
Addison,Lincoln,NA,Attorney General,NA,Republican,Dennis Carver,45
Windham,Londonderry,NA,Attorney General,NA,Republican,Dennis Carver,41
Orleans,Lowell,NA,Attorney General,NA,Republican,Dennis Carver,19
Windsor,Ludlow,NA,Attorney General,NA,Republican,Dennis Carver,50
Essex,Lunenburg,NA,Attorney General,NA,Republican,Dennis Carver,59
Caledonia,Lyndon,NA,Attorney General,NA,Republican,Dennis Carver,173
Essex,Maidstone,NA,Attorney General,NA,Republican,Dennis Carver,11
Bennington,Manchester,NA,Attorney General,NA,Republican,Dennis Carver,142
Windham,Marlboro,NA,Attorney General,NA,Republican,Dennis Carver,20
Washington,Marshfield,NA,Attorney General,NA,Republican,Dennis Carver,48
Rutland,Mendon,NA,Attorney General,NA,Republican,Dennis Carver,53
Addison,Middlebury,NA,Attorney General,NA,Republican,Dennis Carver,157
Washington,Middlesex,NA,Attorney General,NA,Republican,Dennis Carver,58
Rutland,Middletown Springs,NA,Attorney General,NA,Republican,Dennis Carver,26
Chittenden,Milton,Chittenden 9,Attorney General,NA,Republican,Dennis Carver,224
Chittenden,Milton,Grand Isle-Chittenden 1-1,Attorney General,NA,Republican,Dennis Carver,44
Addison,Monkton,NA,Attorney General,NA,Republican,Dennis Carver,62
Franklin,Montgomery,NA,Attorney General,NA,Republican,Dennis Carver,24
Washington,Montpelier,NA,Attorney General,NA,Republican,Dennis Carver,286
Washington,Moretown,NA,Attorney General,NA,Republican,Dennis Carver,82
Orleans,Morgan,NA,Attorney General,NA,Republican,Dennis Carver,51
Lamoille,Morristown,NA,Attorney General,NA,Republican,Dennis Carver,136
Rutland,Mount Holly,NA,Attorney General,NA,Republican,Dennis Carver,49
Rutland,Mount Tabor,NA,Attorney General,NA,Republican,Dennis Carver,5
Addison,New Haven,NA,Attorney General,NA,Republican,Dennis Carver,77
Caledonia,Newark,NA,Attorney General,NA,Republican,Dennis Carver,25
Orange,Newbury,Center Town House,Attorney General,NA,Republican,Dennis Carver,52
Orange,Newbury,Town Office,Attorney General,NA,Republican,Dennis Carver,22
Orange,Newbury,West River Village,Attorney General,NA,Republican,Dennis Carver,22
Windham,Newfane,NA,Attorney General,NA,Republican,Dennis Carver,34
Orleans,Newport City,NA,Attorney General,NA,Republican,Dennis Carver,162
Orleans,Newport Town,NA,Attorney General,NA,Republican,Dennis Carver,59
Grand Isle,N. Hero,NA,Attorney General,NA,Republican,Dennis Carver,40
Washington,Northfield,NA,Attorney General,NA,Republican,Dennis Carver,190
Essex,Norton,NA,Attorney General,NA,Republican,Dennis Carver,9
Windsor,Norwich,NA,Attorney General,NA,Republican,Dennis Carver,29
Orange,Orange,NA,Attorney General,NA,Republican,Dennis Carver,72
Addison,Orwell,NA,Attorney General,NA,Republican,Dennis Carver,61
Addison,Panton,NA,Attorney General,NA,Republican,Dennis Carver,36
Rutland,Pawlet,NA,Attorney General,NA,Republican,Dennis Carver,27
Caledonia,Peacham,NA,Attorney General,NA,Republican,Dennis Carver,39
Bennington,Peru,NA,Attorney General,NA,Republican,Dennis Carver,18
Rutland,Pittsfield,NA,Attorney General,NA,Republican,Dennis Carver,31
Rutland,Pittsford,NA,Attorney General,NA,Republican,Dennis Carver,66
Washington,Plainfield,NA,Attorney General,NA,Republican,Dennis Carver,46
Windsor,Plymouth,NA,Attorney General,NA,Republican,Dennis Carver,15
Windsor,Pomfret,NA,Attorney General,NA,Republican,Dennis Carver,17
Rutland,Poultney,NA,Attorney General,NA,Republican,Dennis Carver,130
Bennington,Pownal,NA,Attorney General,NA,Republican,Dennis Carver,77
Rutland,Proctor,NA,Attorney General,NA,Republican,Dennis Carver,49
Windham,Putney,NA,Attorney General,NA,Republican,Dennis Carver,31
Orange,Randolph,NA,Attorney General,NA,Republican,Dennis Carver,215
Windsor,Reading,NA,Attorney General,NA,Republican,Dennis Carver,15
Bennington,Readsboro,NA,Attorney General,NA,Republican,Dennis Carver,15
Franklin,Richford,NA,Attorney General,NA,Republican,Dennis Carver,51
Chittenden,Richmond,NA,Attorney General,NA,Republican,Dennis Carver,140
Addison,Ripton,NA,Attorney General,NA,Republican,Dennis Carver,7
Windsor,Rochester,NA,Attorney General,NA,Republican,Dennis Carver,33
Windham,Rockingham,NA,Attorney General,NA,Republican,Dennis Carver,54
Washington,Roxbury,NA,Attorney General,NA,Republican,Dennis Carver,23
Windsor,Royalton,NA,Attorney General,NA,Republican,Dennis Carver,66
Bennington,Rupert,NA,Attorney General,NA,Republican,Dennis Carver,24
Rutland,Rutland City,Rutland 5-1,Attorney General,NA,Republican,Dennis Carver,123
Rutland,Rutland City,Rutland 5-2,Attorney General,NA,Republican,Dennis Carver,101
Rutland,Rutland City,Rutland 5-3,Attorney General,NA,Republican,Dennis Carver,32
Rutland,Rutland City,Rutland 5-4,Attorney General,NA,Republican,Dennis Carver,86
Rutland,Rutland Town,Elem. School,Attorney General,NA,Republican,Dennis Carver,155
Rutland,Rutland Town,Town Hall,Attorney General,NA,Republican,Dennis Carver,54
Caledonia,Ryegate,NA,Attorney General,NA,Republican,Dennis Carver,46
Franklin,Salisbury,NA,Attorney General,NA,Republican,Dennis Carver,43
Franklin,Sandgate,NA,Attorney General,NA,Republican,Dennis Carver,13
Chittenden,Searsburg,NA,Attorney General,NA,Republican,Dennis Carver,8
Caledonia,Shaftsbury,NA,Attorney General,NA,Republican,Dennis Carver,112
Addison,Sharon,NA,Attorney General,NA,Republican,Dennis Carver,19
Bennington,Sheffield,NA,Attorney General,NA,Republican,Dennis Carver,27
Bennington,Shelburne,Chittenden 5-1,Attorney General,NA,Republican,Dennis Carver,164
Bennington,Shelburne,Chittenden 5-2,Attorney General,NA,Republican,Dennis Carver,148
Bennington,Sheldon,NA,Attorney General,NA,Republican,Dennis Carver,45
Windsor,Shoreham,NA,Attorney General,NA,Republican,Dennis Carver,38
Caledonia,Shrewsbury,NA,Attorney General,NA,Republican,Dennis Carver,39
Chittenden,S. Burlington,Chittenden 3-10,Attorney General,NA,Republican,Dennis Carver,104
Chittenden,S. Burlington,Chittenden 3-7,Attorney General,NA,Republican,Dennis Carver,161
Chittenden,S. Burlington,Chittenden 3-8,Attorney General,NA,Republican,Dennis Carver,218
Chittenden,S. Burlington,Chittenden 3-9,Attorney General,NA,Republican,Dennis Carver,178
Franklin,S. Hero,NA,Attorney General,NA,Republican,Dennis Carver,108
Addison,Springfield,Windsor 1-1,Attorney General,NA,Republican,Dennis Carver,2
Addison,Springfield,Windsor 1-2,Attorney General,NA,Republican,Dennis Carver,155
Rutland,St. Albans City,NA,Attorney General,NA,Republican,Dennis Carver,145
Chittenden,St. Albans Town,NA,Attorney General,NA,Republican,Dennis Carver,193
Grand Isle,St. George,NA,Attorney General,NA,Republican,Dennis Carver,23
Windsor,St. Johnsbury,NA,Attorney General,NA,Republican,Dennis Carver,236
Bennington,Stamford,NA,Attorney General,NA,Republican,Dennis Carver,22
Caledonia,Stannard,NA,Attorney General,NA,Republican,Dennis Carver,10
Addison,Starksboro,NA,Attorney General,NA,Republican,Dennis Carver,44
Windsor,Stockbridge,NA,Attorney General,NA,Republican,Dennis Carver,19
Lamoille,Stowe,NA,Attorney General,NA,Republican,Dennis Carver,172
Orange,Strafford,NA,Attorney General,NA,Republican,Dennis Carver,38
Windham,Stratton,NA,Attorney General,NA,Republican,Dennis Carver,8
Rutland,Sudbury,NA,Attorney General,NA,Republican,Dennis Carver,24
Bennington,Sunderland,NA,Attorney General,NA,Republican,Dennis Carver,18
Caledonia,Sutton,NA,Attorney General,NA,Republican,Dennis Carver,42
Franklin,Swanton,NA,Attorney General,NA,Republican,Dennis Carver,243
Orange,Thetford,NA,Attorney General,NA,Republican,Dennis Carver,35
Rutland,Tinmouth,NA,Attorney General,NA,Republican,Dennis Carver,20
Orange,Topsham,NA,Attorney General,NA,Republican,Dennis Carver,55
Windham,Townshend,NA,Attorney General,NA,Republican,Dennis Carver,22
Orleans,Troy,NA,Attorney General,NA,Republican,Dennis Carver,21
Orange,Tunbridge,NA,Attorney General,NA,Republican,Dennis Carver,60
Chittenden,Underhill,NA,Attorney General,NA,Republican,Dennis Carver,130
Addison,Vergennes,NA,Attorney General,NA,Republican,Dennis Carver,109
Windham,Vernon,NA,Attorney General,NA,Republican,Dennis Carver,94
Orange,Vershire,NA,Attorney General,NA,Republican,Dennis Carver,18
Essex,Victory,NA,Attorney General,NA,Republican,Dennis Carver,3
Washington,Waitsfield,NA,Attorney General,NA,Republican,Dennis Carver,62
Caledonia,Walden,NA,Attorney General,NA,Republican,Dennis Carver,33
Rutland,Wallingford,NA,Attorney General,NA,Republican,Dennis Carver,57
Addison,Waltham,NA,Attorney General,NA,Republican,Dennis Carver,22
Windham,Wardsboro,NA,Attorney General,NA,Republican,Dennis Carver,16
Washington,Warren,NA,Attorney General,NA,Republican,Dennis Carver,41
Orange,Washington,NA,Attorney General,NA,Republican,Dennis Carver,38
Washington,Waterbury,NA,Attorney General,NA,Republican,Dennis Carver,149
Caledonia,Waterford,NA,Attorney General,NA,Republican,Dennis Carver,69
Lamoille,Waterville,NA,Attorney General,NA,Republican,Dennis Carver,32
Windsor,Weathersfield,NA,Attorney General,NA,Republican,Dennis Carver,47
Rutland,Wells,NA,Attorney General,NA,Republican,Dennis Carver,22
Orange,W. Fairlee,NA,Attorney General,NA,Republican,Dennis Carver,11
Rutland,W. Haven,NA,Attorney General,NA,Republican,Dennis Carver,8
Rutland,W. Rutland,NA,Attorney General,NA,Republican,Dennis Carver,62
Windsor,W. Windsor,NA,Attorney General,NA,Republican,Dennis Carver,33
Orleans,Westfield,NA,Attorney General,NA,Republican,Dennis Carver,20
Chittenden,Westford,NA,Attorney General,NA,Republican,Dennis Carver,58
Windham,Westminster,Windham 4,Attorney General,NA,Republican,Dennis Carver,1
Windham,Westminster,Windham 5,Attorney General,NA,Republican,Dennis Carver,36
Orleans,Westmore,NA,Attorney General,NA,Republican,Dennis Carver,8
Windsor,Weston,NA,Attorney General,NA,Republican,Dennis Carver,15
Addison,Weybridge,NA,Attorney General,NA,Republican,Dennis Carver,31
Caledonia,Wheelock,NA,Attorney General,NA,Republican,Dennis Carver,27
Addison,Whiting,NA,Attorney General,NA,Republican,Dennis Carver,16
Windham,Whitingham,NA,Attorney General,NA,Republican,Dennis Carver,22
Orange,Williamstown,NA,Attorney General,NA,Republican,Dennis Carver,118
Chittenden,Williston,NA,Attorney General,NA,Republican,Dennis Carver,357
Windham,Wilmington,NA,Attorney General,NA,Republican,Dennis Carver,54
Windham,Windham,NA,Attorney General,NA,Republican,Dennis Carver,6
Windsor,Windsor,NA,Attorney General,NA,Republican,Dennis Carver,67
Bennington,Winhall,NA,Attorney General,NA,Republican,Dennis Carver,27
Chittenden,Winooski,NA,Attorney General,NA,Republican,Dennis Carver,117
Lamoille,Wolcott,NA,Attorney General,NA,Republican,Dennis Carver,45
Washington,Woodbury,NA,Attorney General,NA,Republican,Dennis Carver,56
Bennington,Woodford,NA,Attorney General,NA,Republican,Dennis Carver,9
Windsor,Woodstock,NA,Attorney General,NA,Republican,Dennis Carver,99
Washington,Worcester,NA,Attorney General,NA,Republican,Dennis Carver,39
Addison,Addison,NA,Attorney General,NA,Republican,Karen Kerin,52
Orleans,Albany,NA,Attorney General,NA,Republican,Karen Kerin,12
Grand Isle,Alburgh,NA,Attorney General,NA,Republican,Karen Kerin,25
Windsor,Andover,NA,Attorney General,NA,Republican,Karen Kerin,13
Bennington,Arlington,NA,Attorney General,NA,Republican,Karen Kerin,42
Windham,Athens,NA,Attorney General,NA,Republican,Karen Kerin,4
Franklin,Bakersfield,NA,Attorney General,NA,Republican,Karen Kerin,13
Windsor,Baltimore,NA,Attorney General,NA,Republican,Karen Kerin,6
Windsor,Barnard,NA,Attorney General,NA,Republican,Karen Kerin,26
Caledonia,Barnet,NA,Attorney General,NA,Republican,Karen Kerin,26
Washington,Barre City,Washington 3-1,Attorney General,NA,Republican,Karen Kerin,76
Washington,Barre City,Washington 3-2,Attorney General,NA,Republican,Karen Kerin,48
Washington,Barre City,Washington 3-3,Attorney General,NA,Republican,Karen Kerin,11
Washington,Barre Town,NA,Attorney General,NA,Republican,Karen Kerin,157
Orleans,Barton,NA,Attorney General,NA,Republican,Karen Kerin,33
Lamoille,Belvidere,NA,Attorney General,NA,Republican,Karen Kerin,10
Bennington,Bennington,Bennington 2-1,Attorney General,NA,Republican,Karen Kerin,69
Bennington,Bennington,Bennington 2-1 Nb,Attorney General,NA,Republican,Karen Kerin,16
Bennington,Bennington,Bennington 2-2,Attorney General,NA,Republican,Karen Kerin,69
Bennington,Bennington,Bennington 5,Attorney General,NA,Republican,Karen Kerin,4
Rutland,Benson,NA,Attorney General,NA,Republican,Karen Kerin,14
Franklin,Berkshire,NA,Attorney General,NA,Republican,Karen Kerin,15
Washington,Berlin,NA,Attorney General,NA,Republican,Karen Kerin,38
Windsor,Bethel,NA,Attorney General,NA,Republican,Karen Kerin,33
Essex,Bloomfield,NA,Attorney General,NA,Republican,Karen Kerin,1
Chittenden,Bolton,NA,Attorney General,NA,Republican,Karen Kerin,22
Orange,Bradford,NA,Attorney General,NA,Republican,Karen Kerin,41
Orange,Braintree,NA,Attorney General,NA,Republican,Karen Kerin,42
Rutland,Brandon,NA,Attorney General,NA,Republican,Karen Kerin,114
Windham,Brattleboro,Windham 3-1,Attorney General,NA,Republican,Karen Kerin,39
Windham,Brattleboro,Windham 3-2,Attorney General,NA,Republican,Karen Kerin,17
Windham,Brattleboro,Windham 3-3,Attorney General,NA,Republican,Karen Kerin,23
Windsor,Bridgewater,NA,Attorney General,NA,Republican,Karen Kerin,23
Addison,Bridport,NA,Attorney General,NA,Republican,Karen Kerin,25
Essex,Brighton,NA,Attorney General,NA,Republican,Karen Kerin,34
Addison,Bristol,NA,Attorney General,NA,Republican,Karen Kerin,66
Orange,Brookfield,NA,Attorney General,NA,Republican,Karen Kerin,34
Windham,Brookline,NA,Attorney General,NA,Republican,Karen Kerin,9
Orleans,Brownington,NA,Attorney General,NA,Republican,Karen Kerin,9
Essex,Brunswick,NA,Attorney General,NA,Republican,Karen Kerin,1
Caledonia,Burke,NA,Attorney General,NA,Republican,Karen Kerin,22
Chittenden,Burlington,Chittenden 3-1,Attorney General,NA,Republican,Karen Kerin,110
Chittenden,Burlington,Chittenden 3-2,Attorney General,NA,Republican,Karen Kerin,57
Chittenden,Burlington,Chittenden 3-3,Attorney General,NA,Republican,Karen Kerin,31
Chittenden,Burlington,Chittenden 3-4,Attorney General,NA,Republican,Karen Kerin,36
Chittenden,Burlington,Chittenden 3-5,Attorney General,NA,Republican,Karen Kerin,67
Chittenden,Burlington,Chittenden 3-6,Attorney General,NA,Republican,Karen Kerin,6
Washington,Cabot,NA,Attorney General,NA,Republican,Karen Kerin,22
Washington,Calais,NA,Attorney General,NA,Republican,Karen Kerin,29
Lamoille,Cambridge,NA,Attorney General,NA,Republican,Karen Kerin,34
Essex,Canaan,NA,Attorney General,NA,Republican,Karen Kerin,17
Rutland,Castleton,NA,Attorney General,NA,Republican,Karen Kerin,60
Windsor,Cavendish,NA,Attorney General,NA,Republican,Karen Kerin,24
Orleans,Charleston,NA,Attorney General,NA,Republican,Karen Kerin,9
Chittenden,Charlotte,NA,Attorney General,NA,Republican,Karen Kerin,50
Orange,Chelsea,NA,Attorney General,NA,Republican,Karen Kerin,40
Windsor,Chester,NA,Attorney General,NA,Republican,Karen Kerin,55
Rutland,Chittenden,NA,Attorney General,NA,Republican,Karen Kerin,17
Rutland,Clarendon,NA,Attorney General,NA,Republican,Karen Kerin,54
Chittenden,Colchester,Chittenden 7-1,Attorney General,NA,Republican,Karen Kerin,75
Chittenden,Colchester,Chittenden 7-2,Attorney General,NA,Republican,Karen Kerin,110
Essex,Concord,NA,Attorney General,NA,Republican,Karen Kerin,12
Orange,Corinth,NA,Attorney General,NA,Republican,Karen Kerin,25
Addison,Cornwall,NA,Attorney General,NA,Republican,Karen Kerin,15
Orleans,Coventry,NA,Attorney General,NA,Republican,Karen Kerin,21
Orleans,Craftsbury,NA,Attorney General,NA,Republican,Karen Kerin,17
Rutland,Danby,NA,Attorney General,NA,Republican,Karen Kerin,57
Caledonia,Danville,NA,Attorney General,NA,Republican,Karen Kerin,20
Orleans,Derby,NA,Attorney General,NA,Republican,Karen Kerin,52
Bennington,Dorset,NA,Attorney General,NA,Republican,Karen Kerin,43
Windham,Dover,NA,Attorney General,NA,Republican,Karen Kerin,21
Windham,Dummerston,NA,Attorney General,NA,Republican,Karen Kerin,8
Washington,Duxbury,NA,Attorney General,NA,Republican,Karen Kerin,19
Essex,E. Haven,NA,Attorney General,NA,Republican,Karen Kerin,15
Washington,E. Montpelier,NA,Attorney General,NA,Republican,Karen Kerin,71
Lamoille,Eden,NA,Attorney General,NA,Republican,Karen Kerin,20
Lamoille,Elmore,NA,Attorney General,NA,Republican,Karen Kerin,3
Franklin,Enosburgh,NA,Attorney General,NA,Republican,Karen Kerin,18
Chittenden,Essex,Chittenden 6-1,Attorney General,NA,Republican,Karen Kerin,97
Chittenden,Essex,Chittenden 6-2,Attorney General,NA,Republican,Karen Kerin,117
Chittenden,Essex,Chittenden 6-3,Attorney General,NA,Republican,Karen Kerin,33
Rutland,Fair Haven,NA,Attorney General,NA,Republican,Karen Kerin,29
Franklin,Fairfax,NA,Attorney General,NA,Republican,Karen Kerin,49
Franklin,Fairfield,NA,Attorney General,NA,Republican,Karen Kerin,9
Orange,Fairlee,NA,Attorney General,NA,Republican,Karen Kerin,20
Washington,Fayston,NA,Attorney General,NA,Republican,Karen Kerin,10
Addison,Ferrisburgh,NA,Attorney General,NA,Republican,Karen Kerin,1
Franklin,Fletcher,NA,Attorney General,NA,Republican,Karen Kerin,13
Franklin,Franklin,NA,Attorney General,NA,Republican,Karen Kerin,26
Franklin,Georgia,NA,Attorney General,NA,Republican,Karen Kerin,53
Orleans,Glover,NA,Attorney General,NA,Republican,Karen Kerin,19
Addison,Goshen,NA,Attorney General,NA,Republican,Karen Kerin,16
Windham,Grafton,NA,Attorney General,NA,Republican,Karen Kerin,10
Essex,Granby,NA,Attorney General,NA,Republican,Karen Kerin,2
Grand Isle,Grand Isle,NA,Attorney General,NA,Republican,Karen Kerin,35
Addison,Granville,NA,Attorney General,NA,Republican,Karen Kerin,5
