county,town,precinct,office,district,party,candidate,votes
Rutland,Pittsfield,NA,Secretary of State,NA,Democratic,Jim Condos,12
Rutland,Pittsford,NA,Secretary of State,NA,Democratic,Jim Condos,32
Washington,Plainfield,NA,Secretary of State,NA,Democratic,Jim Condos,33
Windsor,Plymouth,NA,Secretary of State,NA,Democratic,Jim Condos,5
Windsor,Pomfret,NA,Secretary of State,NA,Democratic,Jim Condos,33
Rutland,Poultney,NA,Secretary of State,NA,Democratic,Jim Condos,34
Bennington,Pownal,NA,Secretary of State,NA,Democratic,Jim Condos,105
Rutland,Proctor,NA,Secretary of State,NA,Democratic,Jim Condos,23
Windham,Putney,NA,Secretary of State,NA,Democratic,Jim Condos,188
Orange,Randolph,NA,Secretary of State,NA,Democratic,Jim Condos,71
Windsor,Reading,NA,Secretary of State,NA,Democratic,Jim Condos,19
Bennington,Readsboro,NA,Secretary of State,NA,Democratic,Jim Condos,16
Franklin,Richford,NA,Secretary of State,NA,Democratic,Jim Condos,21
Chittenden,Richmond,NA,Secretary of State,NA,Democratic,Jim Condos,126
Addison,Ripton,NA,Secretary of State,NA,Democratic,Jim Condos,47
Windsor,Rochester,NA,Secretary of State,NA,Democratic,Jim Condos,31
Windham,Rockingham,NA,Secretary of State,NA,Democratic,Jim Condos,294
Washington,Roxbury,NA,Secretary of State,NA,Democratic,Jim Condos,14
Windsor,Royalton,NA,Secretary of State,NA,Democratic,Jim Condos,20
Bennington,Rupert,NA,Secretary of State,NA,Democratic,Jim Condos,28
Rutland,Rutland City,Rutland 5-1,Secretary of State,NA,Democratic,Jim Condos,65
Rutland,Rutland City,Rutland 5-2,Secretary of State,NA,Democratic,Jim Condos,40
Rutland,Rutland City,Rutland 5-3,Secretary of State,NA,Democratic,Jim Condos,30
Rutland,Rutland City,Rutland 5-4,Secretary of State,NA,Democratic,Jim Condos,39
Rutland,Rutland Town,NA,Secretary of State,NA,Democratic,Jim Condos,58
Caledonia,Ryegate,NA,Secretary of State,NA,Democratic,Jim Condos,22
Franklin,Salisbury,NA,Secretary of State,NA,Democratic,Jim Condos,20
Franklin,Sandgate,NA,Secretary of State,NA,Democratic,Jim Condos,19
Chittenden,Searsburg,NA,Secretary of State,NA,Democratic,Jim Condos,2
Caledonia,Shaftsbury,NA,Secretary of State,NA,Democratic,Jim Condos,55
Addison,Sharon,NA,Secretary of State,NA,Democratic,Jim Condos,92
Bennington,Sheffield,NA,Secretary of State,NA,Democratic,Jim Condos,8
Bennington,Shelburne,Chittenden 5-1,Secretary of State,NA,Democratic,Jim Condos,233
Bennington,Shelburne,Chittenden 5-2,Secretary of State,NA,Democratic,Jim Condos,81
Bennington,Sheldon,NA,Secretary of State,NA,Democratic,Jim Condos,14
Windsor,Shoreham,NA,Secretary of State,NA,Democratic,Jim Condos,61
Caledonia,Shrewsbury,NA,Secretary of State,NA,Democratic,Jim Condos,43
Chittenden,S. Burlington,Chittenden 7-1,Secretary of State,NA,Democratic,Jim Condos,131
Chittenden,S. Burlington,Chittenden 7-2,Secretary of State,NA,Democratic,Jim Condos,111
Chittenden,S. Burlington,Chittenden 7-3,Secretary of State,NA,Democratic,Jim Condos,102
Chittenden,S. Burlington,Chittenden 7-4,Secretary of State,NA,Democratic,Jim Condos,127
Franklin,S. Hero,NA,Secretary of State,NA,Democratic,Jim Condos,196
Addison,Springfield,Windsor 3-1,Secretary of State,NA,Democratic,Jim Condos,2
Addison,Springfield,Windsor 3-2,Secretary of State,NA,Democratic,Jim Condos,91
Rutland,St. Albans City,NA,Secretary of State,NA,Democratic,Jim Condos,150
Chittenden,St. Albans Town,Franklin 3-1,Secretary of State,NA,Democratic,Jim Condos,39
Chittenden,St. Albans Town,Franklin 3-2,Secretary of State,NA,Democratic,Jim Condos,86
Grand Isle,St. George,NA,Secretary of State,NA,Democratic,Jim Condos,6
Windsor,St. Johnsbury,NA,Secretary of State,NA,Democratic,Jim Condos,81
Bennington,Stamford,NA,Secretary of State,NA,Democratic,Jim Condos,11
Caledonia,Stannard,NA,Secretary of State,NA,Democratic,Jim Condos,19
Addison,Starksboro,NA,Secretary of State,NA,Democratic,Jim Condos,33
Windsor,Stockbridge,NA,Secretary of State,NA,Democratic,Jim Condos,5
Lamoille,Stowe,NA,Secretary of State,NA,Democratic,Jim Condos,59
Orange,Strafford,NA,Secretary of State,NA,Democratic,Jim Condos,163
Windham,Stratton,NA,Secretary of State,NA,Democratic,Jim Condos,4
Rutland,Sudbury,NA,Secretary of State,NA,Democratic,Jim Condos,6
Bennington,Sunderland,Bennington 3,Secretary of State,NA,Democratic,Jim Condos,5
Bennington,Sunderland,Bennington 4,Secretary of State,NA,Democratic,Jim Condos,5
Caledonia,Sutton,NA,Secretary of State,NA,Democratic,Jim Condos,7
Franklin,Swanton,NA,Secretary of State,NA,Democratic,Jim Condos,62
Orange,Thetford,NA,Secretary of State,NA,Democratic,Jim Condos,415
Rutland,Tinmouth,Rutland 2,Secretary of State,NA,Democratic,Jim Condos,4
Rutland,Tinmouth,Rutland-Bennington,Secretary of State,NA,Democratic,Jim Condos,16
Orange,Topsham,NA,Secretary of State,NA,Democratic,Jim Condos,6
Windham,Townshend,NA,Secretary of State,NA,Democratic,Jim Condos,76
Orleans,Troy,Orleans 2,Secretary of State,NA,Democratic,Jim Condos,2
Orleans,Troy,Orleans-Lamoille,Secretary of State,NA,Democratic,Jim Condos,12
Orange,Tunbridge,NA,Secretary of State,NA,Democratic,Jim Condos,29
Chittenden,Underhill,NA,Secretary of State,NA,Democratic,Jim Condos,73
Addison,Vergennes,NA,Secretary of State,NA,Democratic,Jim Condos,34
Windham,Vernon,NA,Secretary of State,NA,Democratic,Jim Condos,49
Orange,Vershire,NA,Secretary of State,NA,Democratic,Jim Condos,20
Essex,Victory,NA,Secretary of State,NA,Democratic,Jim Condos,1
Washington,Waitsfield,NA,Secretary of State,NA,Democratic,Jim Condos,85
Caledonia,Walden,NA,Secretary of State,NA,Democratic,Jim Condos,16
Rutland,Wallingford,NA,Secretary of State,NA,Democratic,Jim Condos,39
Addison,Waltham,NA,Secretary of State,NA,Democratic,Jim Condos,7
Windham,Wardsboro,NA,Secretary of State,NA,Democratic,Jim Condos,24
Washington,Warren,NA,Secretary of State,NA,Democratic,Jim Condos,34
Orange,Washington,NA,Secretary of State,NA,Democratic,Jim Condos,17
Washington,Waterbury,NA,Secretary of State,NA,Democratic,Jim Condos,58
Caledonia,Waterford,NA,Secretary of State,NA,Democratic,Jim Condos,9
Lamoille,Waterville,NA,Secretary of State,NA,Democratic,Jim Condos,13
Windsor,Weathersfield,NA,Secretary of State,NA,Democratic,Jim Condos,269
Rutland,Wells,NA,Secretary of State,NA,Democratic,Jim Condos,20
Orange,W. Fairlee,NA,Secretary of State,NA,Democratic,Jim Condos,10
Rutland,W. Haven,NA,Secretary of State,NA,Democratic,Jim Condos,14
Rutland,W. Rutland,NA,Secretary of State,NA,Democratic,Jim Condos,15
Windsor,W. Windsor,NA,Secretary of State,NA,Democratic,Jim Condos,22
Orleans,Westfield,NA,Secretary of State,NA,Democratic,Jim Condos,16
Chittenden,Westford,NA,Secretary of State,NA,Democratic,Jim Condos,38
Windham,Westminster,Windham 3,Secretary of State,NA,Democratic,Jim Condos,6
Windham,Westminster,Windham 4,Secretary of State,NA,Democratic,Jim Condos,225
Orleans,Westmore,NA,Secretary of State,NA,Democratic,Jim Condos,3
Windsor,Weston,NA,Secretary of State,NA,Democratic,Jim Condos,20
Addison,Weybridge,NA,Secretary of State,NA,Democratic,Jim Condos,35
Caledonia,Wheelock,NA,Secretary of State,NA,Democratic,Jim Condos,14
Addison,Whiting,NA,Secretary of State,NA,Democratic,Jim Condos,14
Windham,Whitingham,Windham 6,Secretary of State,NA,Democratic,Jim Condos,29
Windham,Whitingham,Windham-Bennington,Secretary of State,NA,Democratic,Jim Condos,1
Orange,Williamstown,NA,Secretary of State,NA,Democratic,Jim Condos,37
Chittenden,Williston,NA,Secretary of State,NA,Democratic,Jim Condos,140
Windham,Wilmington,NA,Secretary of State,NA,Democratic,Jim Condos,24
Windham,Windham,NA,Secretary of State,NA,Democratic,Jim Condos,34
Windsor,Windsor,NA,Secretary of State,NA,Democratic,Jim Condos,44
Bennington,Winhall,NA,Secretary of State,NA,Democratic,Jim Condos,5
Chittenden,Winooski,NA,Secretary of State,NA,Democratic,Jim Condos,335
Lamoille,Wolcott,NA,Secretary of State,NA,Democratic,Jim Condos,48
Washington,Woodbury,NA,Secretary of State,NA,Democratic,Jim Condos,24
Bennington,Woodford,NA,Secretary of State,NA,Democratic,Jim Condos,11
Windsor,Woodstock,NA,Secretary of State,NA,Democratic,Jim Condos,77
Washington,Worcester,NA,Secretary of State,NA,Democratic,Jim Condos,43
Addison,Addison,NA,Secretary of State,NA,Democratic,Write-Ins,0
Orleans,Albany,NA,Secretary of State,NA,Democratic,Write-Ins,0
Grand Isle,Alburgh,NA,Secretary of State,NA,Democratic,Write-Ins,7
Windsor,Andover,NA,Secretary of State,NA,Democratic,Write-Ins,1
Bennington,Arlington,NA,Secretary of State,NA,Democratic,Write-Ins,1
Windham,Athens,NA,Secretary of State,NA,Democratic,Write-Ins,0
Franklin,Bakersfield,NA,Secretary of State,NA,Democratic,Write-Ins,0
Windsor,Baltimore,NA,Secretary of State,NA,Democratic,Write-Ins,0
Windsor,Barnard,NA,Secretary of State,NA,Democratic,Write-Ins,0
Caledonia,Barnet,NA,Secretary of State,NA,Democratic,Write-Ins,0
Washington,Barre City,NA,Secretary of State,NA,Democratic,Write-Ins,1
Washington,Barre Town,NA,Secretary of State,NA,Democratic,Write-Ins,1
Orleans,Barton,NA,Secretary of State,NA,Democratic,Write-Ins,0
Lamoille,Belvidere,NA,Secretary of State,NA,Democratic,Write-Ins,0
Bennington,Bennington,Bennington 2-1,Secretary of State,NA,Democratic,Write-Ins,4
Bennington,Bennington,Bennington 2-2,Secretary of State,NA,Democratic,Write-Ins,4
Rutland,Benson,NA,Secretary of State,NA,Democratic,Write-Ins,0
Franklin,Berkshire,NA,Secretary of State,NA,Democratic,Write-Ins,0
Washington,Berlin,NA,Secretary of State,NA,Democratic,Write-Ins,4
Windsor,Bethel,NA,Secretary of State,NA,Democratic,Write-Ins,0
Essex,Bloomfield,NA,Secretary of State,NA,Democratic,Write-Ins,0
Chittenden,Bolton,NA,Secretary of State,NA,Democratic,Write-Ins,0
Orange,Bradford,NA,Secretary of State,NA,Democratic,Write-Ins,0
Orange,Braintree,NA,Secretary of State,NA,Democratic,Write-Ins,0
Rutland,Brandon,NA,Secretary of State,NA,Democratic,Write-Ins,3
Windham,Brattleboro,Windham 2-1,Secretary of State,NA,Democratic,Write-Ins,1
Windham,Brattleboro,Windham 2-2,Secretary of State,NA,Democratic,Write-Ins,2
Windham,Brattleboro,Windham 2-3,Secretary of State,NA,Democratic,Write-Ins,4
Windsor,Bridgewater,NA,Secretary of State,NA,Democratic,Write-Ins,2
Addison,Bridport,NA,Secretary of State,NA,Democratic,Write-Ins,0
Essex,Brighton,NA,Secretary of State,NA,Democratic,Write-Ins,0
Addison,Bristol,NA,Secretary of State,NA,Democratic,Write-Ins,0
Orange,Brookfield,NA,Secretary of State,NA,Democratic,Write-Ins,0
Windham,Brookline,NA,Secretary of State,NA,Democratic,Write-Ins,0
Orleans,Brownington,NA,Secretary of State,NA,Democratic,Write-Ins,0
Essex,Brunswick,NA,Secretary of State,NA,Democratic,Write-Ins,0
Caledonia,Burke,NA,Secretary of State,NA,Democratic,Write-Ins,0
Chittenden,Burlington,Chittenden 6-1,Secretary of State,NA,Democratic,Write-Ins,4
Chittenden,Burlington,Chittenden 6-2,Secretary of State,NA,Democratic,Write-Ins,1
Chittenden,Burlington,Chittenden 6-3,Secretary of State,NA,Democratic,Write-Ins,8
Chittenden,Burlington,Chittenden 6-4,Secretary of State,NA,Democratic,Write-Ins,4
Chittenden,Burlington,Chittenden 6-5,Secretary of State,NA,Democratic,Write-Ins,5
Chittenden,Burlington,Chittenden 6-6,Secretary of State,NA,Democratic,Write-Ins,0
Chittenden,Burlington,Chittenden 6-7,Secretary of State,NA,Democratic,Write-Ins,0
Washington,Cabot,NA,Secretary of State,NA,Democratic,Write-Ins,0
Washington,Calais,NA,Secretary of State,NA,Democratic,Write-Ins,2
Lamoille,Cambridge,NA,Secretary of State,NA,Democratic,Write-Ins,3
Essex,Canaan,NA,Secretary of State,NA,Democratic,Write-Ins,0
Rutland,Castleton,NA,Secretary of State,NA,Democratic,Write-Ins,0
Windsor,Cavendish,NA,Secretary of State,NA,Democratic,Write-Ins,0
Orleans,Charleston,NA,Secretary of State,NA,Democratic,Write-Ins,2
Chittenden,Charlotte,NA,Secretary of State,NA,Democratic,Write-Ins,0
Orange,Chelsea,NA,Secretary of State,NA,Democratic,Write-Ins,1
Windsor,Chester,NA,Secretary of State,NA,Democratic,Write-Ins,0
Rutland,Chittenden,NA,Secretary of State,NA,Democratic,Write-Ins,0
Rutland,Clarendon,NA,Secretary of State,NA,Democratic,Write-Ins,2
Chittenden,Colchester,Chittenden 9-1,Secretary of State,NA,Democratic,Write-Ins,1
Chittenden,Colchester,Chittenden 9-2,Secretary of State,NA,Democratic,Write-Ins,0
Essex,Concord,NA,Secretary of State,NA,Democratic,Write-Ins,0
Orange,Corinth,NA,Secretary of State,NA,Democratic,Write-Ins,1
Addison,Cornwall,NA,Secretary of State,NA,Democratic,Write-Ins,0
Orleans,Coventry,NA,Secretary of State,NA,Democratic,Write-Ins,0
Orleans,Craftsbury,NA,Secretary of State,NA,Democratic,Write-Ins,4
Rutland,Danby,NA,Secretary of State,NA,Democratic,Write-Ins,0
Caledonia,Danville,NA,Secretary of State,NA,Democratic,Write-Ins,0
Orleans,Derby,NA,Secretary of State,NA,Democratic,Write-Ins,2
Bennington,Dorset,NA,Secretary of State,NA,Democratic,Write-Ins,0
Windham,Dover,NA,Secretary of State,NA,Democratic,Write-Ins,0
Windham,Dummerston,NA,Secretary of State,NA,Democratic,Write-Ins,6
Washington,Duxbury,NA,Secretary of State,NA,Democratic,Write-Ins,0
Essex,E. Haven,NA,Secretary of State,NA,Democratic,Write-Ins,0
Washington,E. Montpelier,NA,Secretary of State,NA,Democratic,Write-Ins,1
Lamoille,Eden,NA,Secretary of State,NA,Democratic,Write-Ins,0
Lamoille,Elmore,NA,Secretary of State,NA,Democratic,Write-Ins,0
Franklin,Enosburgh,NA,Secretary of State,NA,Democratic,Write-Ins,1
Chittenden,Essex,Chittenden 8-1,Secretary of State,NA,Democratic,Write-Ins,1
Chittenden,Essex,Chittenden 8-2,Secretary of State,NA,Democratic,Write-Ins,0
Chittenden,Essex,Chittenden 8-3,Secretary of State,NA,Democratic,Write-Ins,0
Rutland,Fair Haven,NA,Secretary of State,NA,Democratic,Write-Ins,0
Franklin,Fairfax,NA,Secretary of State,NA,Democratic,Write-Ins,1
Franklin,Fairfield,NA,Secretary of State,NA,Democratic,Write-Ins,0
Orange,Fairlee,NA,Secretary of State,NA,Democratic,Write-Ins,1
Washington,Fayston,NA,Secretary of State,NA,Democratic,Write-Ins,1
Addison,Ferrisburgh,NA,Secretary of State,NA,Democratic,Write-Ins,0
Franklin,Fletcher,NA,Secretary of State,NA,Democratic,Write-Ins,0
Franklin,Franklin,NA,Secretary of State,NA,Democratic,Write-Ins,1
Franklin,Georgia,NA,Secretary of State,NA,Democratic,Write-Ins,1
Orleans,Glover,NA,Secretary of State,NA,Democratic,Write-Ins,1
