county,town,precinct,office,district,party,candidate,votes
Chittenden,Burlington,Chittenden 3-1,Secretary of State,NA,Democratic,Deb Markowitz,"2,896"
Chittenden,Burlington,Chittenden 3-2,Secretary of State,NA,Democratic,Deb Markowitz,"1,586"
Chittenden,Burlington,Chittenden 3-3,Secretary of State,NA,Democratic,Deb Markowitz,"2,930"
Chittenden,Burlington,Chittenden 3-4,Secretary of State,NA,Democratic,Deb Markowitz,"2,626"
Chittenden,Burlington,Chittenden 3-5,Secretary of State,NA,Democratic,Deb Markowitz,"3,722"
Chittenden,Burlington,Chittenden 3-6,Secretary of State,NA,Democratic,Deb Markowitz,512
Washington,Cabot,NA,Secretary of State,NA,Democratic,Deb Markowitz,524
Washington,Calais,NA,Secretary of State,NA,Democratic,Deb Markowitz,766
Lamoille,Cambridge,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,304"
Essex,Canaan,NA,Secretary of State,NA,Democratic,Deb Markowitz,267
Rutland,Castleton,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,184"
Windsor,Cavendish,NA,Secretary of State,NA,Democratic,Deb Markowitz,441
Orleans,Charleston,NA,Secretary of State,NA,Democratic,Deb Markowitz,303
Chittenden,Charlotte,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,690"
Orange,Chelsea,NA,Secretary of State,NA,Democratic,Deb Markowitz,421
Windsor,Chester,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,149"
Rutland,Chittenden,NA,Secretary of State,NA,Democratic,Deb Markowitz,448
Rutland,Clarendon,NA,Secretary of State,NA,Democratic,Deb Markowitz,798
Chittenden,Colchester,Chittenden 7-1,Secretary of State,NA,Democratic,Deb Markowitz,"2,512"
Chittenden,Colchester,Chittenden 7-2,Secretary of State,NA,Democratic,Deb Markowitz,"2,817"
Essex,Concord,NA,Secretary of State,NA,Democratic,Deb Markowitz,304
Orange,Corinth,NA,Secretary of State,NA,Democratic,Deb Markowitz,416
Addison,Cornwall,NA,Secretary of State,NA,Democratic,Deb Markowitz,543
Orleans,Coventry,NA,Secretary of State,NA,Democratic,Deb Markowitz,334
Orleans,Craftsbury,NA,Secretary of State,NA,Democratic,Deb Markowitz,513
Rutland,Danby,NA,Secretary of State,NA,Democratic,Deb Markowitz,439
Caledonia,Danville,NA,Secretary of State,NA,Democratic,Deb Markowitz,844
Orleans,Derby,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,535"
Bennington,Dorset,NA,Secretary of State,NA,Democratic,Deb Markowitz,738
Windham,Dover,NA,Secretary of State,NA,Democratic,Deb Markowitz,409
Windham,Dummerston,NA,Secretary of State,NA,Democratic,Deb Markowitz,860
Washington,Duxbury,NA,Secretary of State,NA,Democratic,Deb Markowitz,542
Essex,E. Haven,NA,Secretary of State,NA,Democratic,Deb Markowitz,74
Washington,E. Montpelier,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,224"
Lamoille,Eden,NA,Secretary of State,NA,Democratic,Deb Markowitz,344
Lamoille,Elmore,NA,Secretary of State,NA,Democratic,Deb Markowitz,380
Franklin,Enosburgh,NA,Secretary of State,NA,Democratic,Deb Markowitz,805
Chittenden,Essex,Chittenden 6-1,Secretary of State,NA,Democratic,Deb Markowitz,"2,872"
Chittenden,Essex,Chittenden 6-2,Secretary of State,NA,Democratic,Deb Markowitz,"3,247"
Chittenden,Essex,Chittenden 6-3,Secretary of State,NA,Democratic,Deb Markowitz,946
Rutland,Fair Haven,NA,Secretary of State,NA,Democratic,Deb Markowitz,787
Franklin,Fairfax,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,483"
Franklin,Fairfield,NA,Secretary of State,NA,Democratic,Deb Markowitz,714
Orange,Fairlee,NA,Secretary of State,NA,Democratic,Deb Markowitz,376
Washington,Fayston,NA,Secretary of State,NA,Democratic,Deb Markowitz,504
Addison,Ferrisburgh,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,056"
Franklin,Fletcher,NA,Secretary of State,NA,Democratic,Deb Markowitz,436
Franklin,Franklin,NA,Secretary of State,NA,Democratic,Deb Markowitz,344
Franklin,Georgia,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,433"
Orleans,Glover,NA,Secretary of State,NA,Democratic,Deb Markowitz,397
Addison,Goshen,NA,Secretary of State,NA,Democratic,Deb Markowitz,83
Windham,Grafton,NA,Secretary of State,NA,Democratic,Deb Markowitz,238
Essex,Granby,NA,Secretary of State,NA,Democratic,Deb Markowitz,22
Grand Isle,Grand Isle,NA,Secretary of State,NA,Democratic,Deb Markowitz,829
Addison,Granville,NA,Secretary of State,NA,Democratic,Deb Markowitz,126
Orleans,Greensboro,NA,Secretary of State,NA,Democratic,Deb Markowitz,314
Caledonia,Groton,NA,Secretary of State,NA,Democratic,Deb Markowitz,283
Essex,Guildhall,NA,Secretary of State,NA,Democratic,Deb Markowitz,70
Windham,Guilford,NA,Secretary of State,NA,Democratic,Deb Markowitz,852
Windham,Halifax,NA,Secretary of State,NA,Democratic,Deb Markowitz,245
Addison,Hancock,NA,Secretary of State,NA,Democratic,Deb Markowitz,129
Caledonia,Hardwick,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,043"
Windsor,Hartford,Windsor 6-1,Secretary of State,NA,Democratic,Deb Markowitz,720
Windsor,Hartford,Windsor 6-2,Secretary of State,NA,Democratic,Deb Markowitz,"2,558"
Windsor,Hartland,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,224"
Franklin,Highgate,NA,Secretary of State,NA,Democratic,Deb Markowitz,855
Chittenden,Hinesburg,Chittenden 1-1,Secretary of State,NA,Democratic,Deb Markowitz,"1,679"
Chittenden,Hinesburg,Chittenden 1-2,Secretary of State,NA,Democratic,Deb Markowitz,80
Orleans,Holland,NA,Secretary of State,NA,Democratic,Deb Markowitz,206
Rutland,Hubbardton,NA,Secretary of State,NA,Democratic,Deb Markowitz,223
Chittenden,Huntington,NA,Secretary of State,NA,Democratic,Deb Markowitz,816
Lamoille,Hyde Park,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,052"
Rutland,Ira,Rutland Rutland 1-1,Secretary of State,NA,Democratic,Deb Markowitz,30
Rutland,Ira,Rutland Rutland 1-2,Secretary of State,NA,Democratic,Deb Markowitz,128
Orleans,Irasburg,NA,Secretary of State,NA,Democratic,Deb Markowitz,362
Grand Isle,Isle La Motte,NA,Secretary of State,NA,Democratic,Deb Markowitz,232
Windham,Jamaica,NA,Secretary of State,NA,Democratic,Deb Markowitz,314
Orleans,Jay,NA,Secretary of State,NA,Democratic,Deb Markowitz,129
Chittenden,Jericho,NA,Secretary of State,NA,Democratic,Deb Markowitz,"2,177"
Lamoille,Johnson,NA,Secretary of State,NA,Democratic,Deb Markowitz,995
Rutland,Killington,NA,Secretary of State,NA,Democratic,Deb Markowitz,355
Caledonia,Kirby,NA,Secretary of State,NA,Democratic,Deb Markowitz,169
Bennington,Landgrove,NA,Secretary of State,NA,Democratic,Deb Markowitz,65
Addison,Leicester,NA,Secretary of State,NA,Democratic,Deb Markowitz,363
Essex,Lemington,NA,Secretary of State,NA,Democratic,Deb Markowitz,30
Addison,Lincoln,NA,Secretary of State,NA,Democratic,Deb Markowitz,586
Windham,Londonderry,NA,Secretary of State,NA,Democratic,Deb Markowitz,575
Orleans,Lowell,NA,Secretary of State,NA,Democratic,Deb Markowitz,250
Windsor,Ludlow,NA,Secretary of State,NA,Democratic,Deb Markowitz,733
Essex,Lunenburg,NA,Secretary of State,NA,Democratic,Deb Markowitz,332
Caledonia,Lyndon,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,344"
Essex,Maidstone,NA,Secretary of State,NA,Democratic,Deb Markowitz,54
Bennington,Manchester,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,384"
Windham,Marlboro,NA,Secretary of State,NA,Democratic,Deb Markowitz,412
Washington,Marshfield,NA,Secretary of State,NA,Democratic,Deb Markowitz,626
Rutland,Mendon,NA,Secretary of State,NA,Democratic,Deb Markowitz,403
Addison,Middlebury,NA,Secretary of State,NA,Democratic,Deb Markowitz,"2,560"
Washington,Middlesex,NA,Secretary of State,NA,Democratic,Deb Markowitz,785
Rutland,Middletown Springs,NA,Secretary of State,NA,Democratic,Deb Markowitz,281
Chittenden,Milton,Chittenden 9,Secretary of State,NA,Democratic,Deb Markowitz,"2,649"
Chittenden,Milton,Grand Isle-Chittenden 1-1,Secretary of State,NA,Democratic,Deb Markowitz,393
Addison,Monkton,NA,Secretary of State,NA,Democratic,Deb Markowitz,791
Franklin,Montgomery,NA,Secretary of State,NA,Democratic,Deb Markowitz,407
Washington,Montpelier,NA,Secretary of State,NA,Democratic,Deb Markowitz,"3,630"
Washington,Moretown,NA,Secretary of State,NA,Democratic,Deb Markowitz,736
Orleans,Morgan,NA,Secretary of State,NA,Democratic,Deb Markowitz,215
Lamoille,Morristown,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,920"
Rutland,Mount Holly,NA,Secretary of State,NA,Democratic,Deb Markowitz,473
Rutland,Mount Tabor,NA,Secretary of State,NA,Democratic,Deb Markowitz,68
Addison,New Haven,NA,Secretary of State,NA,Democratic,Deb Markowitz,738
Caledonia,Newark,NA,Secretary of State,NA,Democratic,Deb Markowitz,166
Orange,Newbury,NA,Secretary of State,NA,Democratic,Deb Markowitz,653
Windham,Newfane,NA,Secretary of State,NA,Democratic,Deb Markowitz,731
Orleans,Newport City,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,148"
Orleans,Newport Town,NA,Secretary of State,NA,Democratic,Deb Markowitz,485
Grand Isle,N. Hero,NA,Secretary of State,NA,Democratic,Deb Markowitz,371
Washington,Northfield,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,708"
Essex,Norton,NA,Secretary of State,NA,Democratic,Deb Markowitz,60
Windsor,Norwich,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,775"
Orange,Orange,NA,Secretary of State,NA,Democratic,Deb Markowitz,305
Addison,Orwell,NA,Secretary of State,NA,Democratic,Deb Markowitz,404
Addison,Panton,NA,Secretary of State,NA,Democratic,Deb Markowitz,246
Rutland,Pawlet,NA,Secretary of State,NA,Democratic,Deb Markowitz,446
Caledonia,Peacham,NA,Secretary of State,NA,Democratic,Deb Markowitz,344
Bennington,Peru,NA,Secretary of State,NA,Democratic,Deb Markowitz,146
Rutland,Pittsfield,NA,Secretary of State,NA,Democratic,Deb Markowitz,181
Rutland,Pittsford,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,029"
Washington,Plainfield,NA,Secretary of State,NA,Democratic,Deb Markowitz,522
Windsor,Plymouth,NA,Secretary of State,NA,Democratic,Deb Markowitz,198
Windsor,Pomfret,NA,Secretary of State,NA,Democratic,Deb Markowitz,423
Rutland,Poultney,NA,Secretary of State,NA,Democratic,Deb Markowitz,920
Bennington,Pownal,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,092"
Rutland,Proctor,NA,Secretary of State,NA,Democratic,Deb Markowitz,622
Windham,Putney,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,047"
Orange,Randolph,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,544"
Windsor,Reading,NA,Secretary of State,NA,Democratic,Deb Markowitz,249
Bennington,Readsboro,NA,Secretary of State,NA,Democratic,Deb Markowitz,233
Franklin,Richford,NA,Secretary of State,NA,Democratic,Deb Markowitz,638
Chittenden,Richmond,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,839"
Addison,Ripton,NA,Secretary of State,NA,Democratic,Deb Markowitz,262
Windsor,Rochester,NA,Secretary of State,NA,Democratic,Deb Markowitz,482
Windham,Rockingham,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,676"
Washington,Roxbury,NA,Secretary of State,NA,Democratic,Deb Markowitz,251
Windsor,Royalton,NA,Secretary of State,NA,Democratic,Deb Markowitz,852
Bennington,Rupert,NA,Secretary of State,NA,Democratic,Deb Markowitz,189
Rutland,Rutland City,Rutland 5-1,Secretary of State,NA,Democratic,Deb Markowitz,"1,505"
Rutland,Rutland City,Rutland 5-2,Secretary of State,NA,Democratic,Deb Markowitz,"1,395"
Rutland,Rutland City,Rutland 5-3,Secretary of State,NA,Democratic,Deb Markowitz,936
Rutland,Rutland City,Rutland 5-4,Secretary of State,NA,Democratic,Deb Markowitz,"1,255"
Rutland,Rutland Town,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,493"
Caledonia,Ryegate,NA,Secretary of State,NA,Democratic,Deb Markowitz,358
Franklin,Salisbury,NA,Secretary of State,NA,Democratic,Deb Markowitz,376
Franklin,Sandgate,NA,Secretary of State,NA,Democratic,Deb Markowitz,134
Chittenden,Searsburg,NA,Secretary of State,NA,Democratic,Deb Markowitz,35
Caledonia,Shaftsbury,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,314"
Addison,Sharon,NA,Secretary of State,NA,Democratic,Deb Markowitz,483
Bennington,Sheffield,NA,Secretary of State,NA,Democratic,Deb Markowitz,206
Bennington,Shelburne,Chittenden 5-1,Secretary of State,NA,Democratic,Deb Markowitz,"1,757"
Bennington,Shelburne,Chittenden 5-2,Secretary of State,NA,Democratic,Deb Markowitz,"1,387"
Bennington,Sheldon,NA,Secretary of State,NA,Democratic,Deb Markowitz,608
Windsor,Shoreham,NA,Secretary of State,NA,Democratic,Deb Markowitz,457
Caledonia,Shrewsbury,NA,Secretary of State,NA,Democratic,Deb Markowitz,437
Chittenden,S. Burlington,Chittenden 3-10,Secretary of State,NA,Democratic,Deb Markowitz,"1,586"
Chittenden,S. Burlington,Chittenden 3-7,Secretary of State,NA,Democratic,Deb Markowitz,"1,562"
Chittenden,S. Burlington,Chittenden 3-8,Secretary of State,NA,Democratic,Deb Markowitz,"2,092"
Chittenden,S. Burlington,Chittenden 3-9,Secretary of State,NA,Democratic,Deb Markowitz,"1,487"
Franklin,S. Hero,NA,Secretary of State,NA,Democratic,Deb Markowitz,844
Addison,Springfield,Windsor 1-1,Secretary of State,NA,Democratic,Deb Markowitz,42
Addison,Springfield,Windsor 1-2,Secretary of State,NA,Democratic,Deb Markowitz,"2,695"
Rutland,St. Albans City,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,922"
Chittenden,St. Albans Town,NA,Secretary of State,NA,Democratic,Deb Markowitz,"2,020"
Grand Isle,St. George,NA,Secretary of State,NA,Democratic,Deb Markowitz,238
Windsor,St. Johnsbury,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,932"
Bennington,Stamford,NA,Secretary of State,NA,Democratic,Deb Markowitz,260
Caledonia,Stannard,NA,Secretary of State,NA,Democratic,Deb Markowitz,77
Addison,Starksboro,NA,Secretary of State,NA,Democratic,Deb Markowitz,633
Windsor,Stockbridge,NA,Secretary of State,NA,Democratic,Deb Markowitz,254
Lamoille,Stowe,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,759"
Orange,Strafford,NA,Secretary of State,NA,Democratic,Deb Markowitz,515
Windham,Stratton,NA,Secretary of State,NA,Democratic,Deb Markowitz,64
Rutland,Sudbury,NA,Secretary of State,NA,Democratic,Deb Markowitz,243
Bennington,Sunderland,NA,Secretary of State,NA,Democratic,Deb Markowitz,314
Caledonia,Sutton,NA,Secretary of State,NA,Democratic,Deb Markowitz,260
Franklin,Swanton,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,784"
Orange,Thetford,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,127"
Rutland,Tinmouth,NA,Secretary of State,NA,Democratic,Deb Markowitz,214
Orange,Topsham,NA,Secretary of State,NA,Democratic,Deb Markowitz,312
Windham,Townshend,NA,Secretary of State,NA,Democratic,Deb Markowitz,436
Orleans,Troy,NA,Secretary of State,NA,Democratic,Deb Markowitz,456
Orange,Tunbridge,NA,Secretary of State,NA,Democratic,Deb Markowitz,494
Chittenden,Underhill,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,392"
Addison,Vergennes,NA,Secretary of State,NA,Democratic,Deb Markowitz,886
Windham,Vernon,NA,Secretary of State,NA,Democratic,Deb Markowitz,624
Orange,Vershire,NA,Secretary of State,NA,Democratic,Deb Markowitz,230
Essex,Victory,NA,Secretary of State,NA,Democratic,Deb Markowitz,33
Washington,Waitsfield,NA,Secretary of State,NA,Democratic,Deb Markowitz,775
Caledonia,Walden,NA,Secretary of State,NA,Democratic,Deb Markowitz,349
Rutland,Wallingford,NA,Secretary of State,NA,Democratic,Deb Markowitz,771
Addison,Waltham,NA,Secretary of State,NA,Democratic,Deb Markowitz,201
Windham,Wardsboro,NA,Secretary of State,NA,Democratic,Deb Markowitz,254
Washington,Warren,NA,Secretary of State,NA,Democratic,Deb Markowitz,656
Orange,Washington,NA,Secretary of State,NA,Democratic,Deb Markowitz,357
Washington,Waterbury,NA,Secretary of State,NA,Democratic,Deb Markowitz,"2,081"
Caledonia,Waterford,NA,Secretary of State,NA,Democratic,Deb Markowitz,385
Lamoille,Waterville,NA,Secretary of State,NA,Democratic,Deb Markowitz,229
Windsor,Weathersfield,NA,Secretary of State,NA,Democratic,Deb Markowitz,936
Rutland,Wells,NA,Secretary of State,NA,Democratic,Deb Markowitz,286
Orange,W. Fairlee,NA,Secretary of State,NA,Democratic,Deb Markowitz,192
Rutland,W. Haven,NA,Secretary of State,NA,Democratic,Deb Markowitz,78
Rutland,W. Rutland,NA,Secretary of State,NA,Democratic,Deb Markowitz,692
Windsor,W. Windsor,NA,Secretary of State,NA,Democratic,Deb Markowitz,440
Orleans,Westfield,NA,Secretary of State,NA,Democratic,Deb Markowitz,208
Chittenden,Westford,NA,Secretary of State,NA,Democratic,Deb Markowitz,783
Windham,Westminster,Windham 4,Secretary of State,NA,Democratic,Deb Markowitz,72
Windham,Westminster,Windham 5,Secretary of State,NA,Democratic,Deb Markowitz,"1,175"
Orleans,Westmore,NA,Secretary of State,NA,Democratic,Deb Markowitz,153
Windsor,Weston,NA,Secretary of State,NA,Democratic,Deb Markowitz,264
Addison,Weybridge,NA,Secretary of State,NA,Democratic,Deb Markowitz,426
Caledonia,Wheelock,NA,Secretary of State,NA,Democratic,Deb Markowitz,224
Addison,Whiting,NA,Secretary of State,NA,Democratic,Deb Markowitz,163
Windham,Whitingham,NA,Secretary of State,NA,Democratic,Deb Markowitz,362
Orange,Williamstown,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,011"
Chittenden,Williston,NA,Secretary of State,NA,Democratic,Deb Markowitz,"3,465"
Windham,Wilmington,NA,Secretary of State,NA,Democratic,Deb Markowitz,688
Windham,Windham,NA,Secretary of State,NA,Democratic,Deb Markowitz,153
Windsor,Windsor,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,153"
Bennington,Winhall,NA,Secretary of State,NA,Democratic,Deb Markowitz,289
Chittenden,Winooski,NA,Secretary of State,NA,Democratic,Deb Markowitz,"2,007"
Lamoille,Wolcott,NA,Secretary of State,NA,Democratic,Deb Markowitz,563
Washington,Woodbury,NA,Secretary of State,NA,Democratic,Deb Markowitz,362
Bennington,Woodford,NA,Secretary of State,NA,Democratic,Deb Markowitz,138
Windsor,Woodstock,NA,Secretary of State,NA,Democratic,Deb Markowitz,"1,355"
Washington,Worcester,NA,Secretary of State,NA,Democratic,Deb Markowitz,431
Addison,Addison,NA,Secretary of State,NA,Republican,Eugene J. Bifano,258
Orleans,Albany,NA,Secretary of State,NA,Republican,Eugene J. Bifano,111
Grand Isle,Alburgh,NA,Secretary of State,NA,Republican,Eugene J. Bifano,255
Windsor,Andover,NA,Secretary of State,NA,Republican,Eugene J. Bifano,89
Bennington,Arlington,NA,Secretary of State,NA,Republican,Eugene J. Bifano,357
Windham,Athens,NA,Secretary of State,NA,Republican,Eugene J. Bifano,38
Franklin,Bakersfield,NA,Secretary of State,NA,Republican,Eugene J. Bifano,129
Windsor,Baltimore,NA,Secretary of State,NA,Republican,Eugene J. Bifano,39
Windsor,Barnard,NA,Secretary of State,NA,Republican,Eugene J. Bifano,124
Caledonia,Barnet,NA,Secretary of State,NA,Republican,Eugene J. Bifano,281
Washington,Barre City,Washington 3-1,Secretary of State,NA,Republican,Eugene J. Bifano,444
Washington,Barre City,Washington 3-2,Secretary of State,NA,Republican,Eugene J. Bifano,332
Washington,Barre City,Washington 3-3,Secretary of State,NA,Republican,Eugene J. Bifano,72
Washington,Barre Town,NA,Secretary of State,NA,Republican,Eugene J. Bifano,218
Orleans,Barton,NA,Secretary of State,NA,Republican,Eugene J. Bifano,283
Lamoille,Belvidere,NA,Secretary of State,NA,Republican,Eugene J. Bifano,47
Bennington,Bennington,Bennington 2-1,Secretary of State,NA,Republican,Eugene J. Bifano,629
Bennington,Bennington,Bennington 2-2,Secretary of State,NA,Republican,Eugene J. Bifano,693
Bennington,Bennington,Bennington 5,Secretary of State,NA,Republican,Eugene J. Bifano,25
Rutland,Benson,NA,Secretary of State,NA,Republican,Eugene J. Bifano,126
Franklin,Berkshire,NA,Secretary of State,NA,Republican,Eugene J. Bifano,189
Washington,Berlin,NA,Secretary of State,NA,Republican,Eugene J. Bifano,308
Windsor,Bethel,NA,Secretary of State,NA,Republican,Eugene J. Bifano,215
Essex,Bloomfield,NA,Secretary of State,NA,Republican,Eugene J. Bifano,35
Chittenden,Bolton,NA,Secretary of State,NA,Republican,Eugene J. Bifano,116
Orange,Bradford,NA,Secretary of State,NA,Republican,Eugene J. Bifano,344
Orange,Braintree,NA,Secretary of State,NA,Republican,Eugene J. Bifano,153
Rutland,Brandon,NA,Secretary of State,NA,Republican,Eugene J. Bifano,451
Windham,Brattleboro,Windham 3-1,Secretary of State,NA,Republican,Eugene J. Bifano,366
Windham,Brattleboro,Windham 3-2,Secretary of State,NA,Republican,Eugene J. Bifano,228
Windham,Brattleboro,Windham 3-3,Secretary of State,NA,Republican,Eugene J. Bifano,180
Windsor,Bridgewater,NA,Secretary of State,NA,Republican,Eugene J. Bifano,151
Addison,Bridport,NA,Secretary of State,NA,Republican,Eugene J. Bifano,205
Essex,Brighton,NA,Secretary of State,NA,Republican,Eugene J. Bifano,167
Addison,Bristol,NA,Secretary of State,NA,Republican,Eugene J. Bifano,431
Orange,Brookfield,NA,Secretary of State,NA,Republican,Eugene J. Bifano,192
Windham,Brookline,NA,Secretary of State,NA,Republican,Eugene J. Bifano,64
Orleans,Brownington,NA,Secretary of State,NA,Republican,Eugene J. Bifano,106
Essex,Brunswick,NA,Secretary of State,NA,Republican,Eugene J. Bifano,10
Caledonia,Burke,NA,Secretary of State,NA,Republican,Eugene J. Bifano,235
Chittenden,Burlington,Chittenden 3-1,Secretary of State,NA,Republican,Eugene J. Bifano,702
Chittenden,Burlington,Chittenden 3-2,Secretary of State,NA,Republican,Eugene J. Bifano,358
Chittenden,Burlington,Chittenden 3-3,Secretary of State,NA,Republican,Eugene J. Bifano,292
Chittenden,Burlington,Chittenden 3-4,Secretary of State,NA,Republican,Eugene J. Bifano,322
Chittenden,Burlington,Chittenden 3-5,Secretary of State,NA,Republican,Eugene J. Bifano,510
Chittenden,Burlington,Chittenden 3-6,Secretary of State,NA,Republican,Eugene J. Bifano,55
Washington,Cabot,NA,Secretary of State,NA,Republican,Eugene J. Bifano,171
Washington,Calais,NA,Secretary of State,NA,Republican,Eugene J. Bifano,141
Lamoille,Cambridge,NA,Secretary of State,NA,Republican,Eugene J. Bifano,379
Essex,Canaan,NA,Secretary of State,NA,Republican,Eugene J. Bifano,137
Rutland,Castleton,NA,Secretary of State,NA,Republican,Eugene J. Bifano,518
Windsor,Cavendish,NA,Secretary of State,NA,Republican,Eugene J. Bifano,188
Orleans,Charleston,NA,Secretary of State,NA,Republican,Eugene J. Bifano,108
Chittenden,Charlotte,NA,Secretary of State,NA,Republican,Eugene J. Bifano,494
Orange,Chelsea,NA,Secretary of State,NA,Republican,Eugene J. Bifano,189
Windsor,Chester,NA,Secretary of State,NA,Republican,Eugene J. Bifano,378
Rutland,Chittenden,NA,Secretary of State,NA,Republican,Eugene J. Bifano,224
Rutland,Clarendon,NA,Secretary of State,NA,Republican,Eugene J. Bifano,403
Chittenden,Colchester,Chittenden 7-1,Secretary of State,NA,Republican,Eugene J. Bifano,788
Chittenden,Colchester,Chittenden 7-2,Secretary of State,NA,Republican,Eugene J. Bifano,"1,001"
Essex,Concord,NA,Secretary of State,NA,Republican,Eugene J. Bifano,156
Orange,Corinth,NA,Secretary of State,NA,Republican,Eugene J. Bifano,175
Addison,Cornwall,NA,Secretary of State,NA,Republican,Eugene J. Bifano,137
