county,town,precinct,office,district,party,candidate,votes
Caledonia,Lyndon,NA,U.S. House,NA,Democratic,Peter Welch,49
Essex,Maidstone,NA,U.S. House,NA,Democratic,Peter Welch,5
Bennington,Manchester,NA,U.S. House,NA,Democratic,Peter Welch,86
Windham,Marlboro,NA,U.S. House,NA,Democratic,Peter Welch,63
Washington,Marshfield,NA,U.S. House,NA,Democratic,Peter Welch,49
Rutland,Mendon,NA,U.S. House,NA,Democratic,Peter Welch,111
Addison,Middlebury,NA,U.S. House,NA,Democratic,Peter Welch,145
Washington,Middlesex,NA,U.S. House,NA,Democratic,Peter Welch,55
Rutland,Middletown Springs,NA,U.S. House,NA,Democratic,Peter Welch,33
Chittenden,Milton,Chittenden 9,U.S. House,NA,Democratic,Peter Welch,127
Chittenden,Milton,Grand Isle-Chittenden 1-1,U.S. House,NA,Democratic,Peter Welch,28
Addison,Monkton,NA,U.S. House,NA,Democratic,Peter Welch,45
Franklin,Montgomery,NA,U.S. House,NA,Democratic,Peter Welch,23
Washington,Montpelier,NA,U.S. House,NA,Democratic,Peter Welch,1051
Washington,Moretown,NA,U.S. House,NA,Democratic,Peter Welch,46
Orleans,Morgan,NA,U.S. House,NA,Democratic,Peter Welch,22
Lamoille,Morristown,NA,U.S. House,NA,Democratic,Peter Welch,81
Rutland,Mount Holly,NA,U.S. House,NA,Democratic,Peter Welch,62
Rutland,Mount Tabor,NA,U.S. House,NA,Democratic,Peter Welch,12
Addison,New Haven,NA,U.S. House,NA,Democratic,Peter Welch,44
Caledonia,Newark,NA,U.S. House,NA,Democratic,Peter Welch,19
Orange,Newbury,Center Town House,U.S. House,NA,Democratic,Peter Welch,44
Orange,Newbury,Town Office,U.S. House,NA,Democratic,Peter Welch,17
Orange,Newbury,West River Village,U.S. House,NA,Democratic,Peter Welch,22
Windham,Newfane,NA,U.S. House,NA,Democratic,Peter Welch,51
Orleans,Newport City,NA,U.S. House,NA,Democratic,Peter Welch,55
Orleans,Newport Town,NA,U.S. House,NA,Democratic,Peter Welch,26
Grand Isle,N. Hero,NA,U.S. House,NA,Democratic,Peter Welch,24
Washington,Northfield,NA,U.S. House,NA,Democratic,Peter Welch,123
Essex,Norton,NA,U.S. House,NA,Democratic,Peter Welch,5
Windsor,Norwich,NA,U.S. House,NA,Democratic,Peter Welch,246
Orange,Orange,NA,U.S. House,NA,Democratic,Peter Welch,7
Addison,Orwell,NA,U.S. House,NA,Democratic,Peter Welch,27
Addison,Panton,NA,U.S. House,NA,Democratic,Peter Welch,12
Rutland,Pawlet,NA,U.S. House,NA,Democratic,Peter Welch,51
Caledonia,Peacham,NA,U.S. House,NA,Democratic,Peter Welch,64
Bennington,Peru,NA,U.S. House,NA,Democratic,Peter Welch,21
Rutland,Pittsfield,NA,U.S. House,NA,Democratic,Peter Welch,18
Rutland,Pittsford,NA,U.S. House,NA,Democratic,Peter Welch,62
Washington,Plainfield,NA,U.S. House,NA,Democratic,Peter Welch,46
Windsor,Plymouth,NA,U.S. House,NA,Democratic,Peter Welch,13
Windsor,Pomfret,NA,U.S. House,NA,Democratic,Peter Welch,45
Rutland,Poultney,NA,U.S. House,NA,Democratic,Peter Welch,42
Bennington,Pownal,NA,U.S. House,NA,Democratic,Peter Welch,72
Rutland,Proctor,NA,U.S. House,NA,Democratic,Peter Welch,56
Windham,Putney,NA,U.S. House,NA,Democratic,Peter Welch,381
Orange,Randolph,NA,U.S. House,NA,Democratic,Peter Welch,162
Windsor,Reading,NA,U.S. House,NA,Democratic,Peter Welch,35
Bennington,Readsboro,NA,U.S. House,NA,Democratic,Peter Welch,21
Franklin,Richford,NA,U.S. House,NA,Democratic,Peter Welch,43
Chittenden,Richmond,NA,U.S. House,NA,Democratic,Peter Welch,291
Addison,Ripton,NA,U.S. House,NA,Democratic,Peter Welch,40
Windsor,Rochester,NA,U.S. House,NA,Democratic,Peter Welch,61
Windham,Rockingham,NA,U.S. House,NA,Democratic,Peter Welch,214
Washington,Roxbury,NA,U.S. House,NA,Democratic,Peter Welch,26
Windsor,Royalton,NA,U.S. House,NA,Democratic,Peter Welch,57
Bennington,Rupert,NA,U.S. House,NA,Democratic,Peter Welch,36
Rutland,Rutland City,Rutland 5-1,U.S. House,NA,Democratic,Peter Welch,128
Rutland,Rutland City,Rutland 5-2,U.S. House,NA,Democratic,Peter Welch,101
Rutland,Rutland City,Rutland 5-3,U.S. House,NA,Democratic,Peter Welch,62
Rutland,Rutland City,Rutland 5-4,U.S. House,NA,Democratic,Peter Welch,73
Rutland,Rutland Town,NA,U.S. House,NA,Democratic,Peter Welch,374
Caledonia,Ryegate,NA,U.S. House,NA,Democratic,Peter Welch,30
Franklin,Salisbury,NA,U.S. House,NA,Democratic,Peter Welch,26
Franklin,Sandgate,NA,U.S. House,NA,Democratic,Peter Welch,19
Chittenden,Searsburg,NA,U.S. House,NA,Democratic,Peter Welch,3
Caledonia,Shaftsbury,NA,U.S. House,NA,Democratic,Peter Welch,129
Addison,Sharon,NA,U.S. House,NA,Democratic,Peter Welch,37
Bennington,Sheffield,NA,U.S. House,NA,Democratic,Peter Welch,9
Bennington,Shelburne,Chittenden 5-1,U.S. House,NA,Democratic,Peter Welch,210
Bennington,Shelburne,Chittenden 5-2,U.S. House,NA,Democratic,Peter Welch,95
Bennington,Sheldon,NA,U.S. House,NA,Democratic,Peter Welch,36
Windsor,Shoreham,NA,U.S. House,NA,Democratic,Peter Welch,40
Caledonia,Shrewsbury,NA,U.S. House,NA,Democratic,Peter Welch,147
Chittenden,S. Burlington,Chittenden 3-10,U.S. House,NA,Democratic,Peter Welch,137
Chittenden,S. Burlington,Chittenden 3-7,U.S. House,NA,Democratic,Peter Welch,187
Chittenden,S. Burlington,Chittenden 3-8,U.S. House,NA,Democratic,Peter Welch,196
Chittenden,S. Burlington,Chittenden 3-9,U.S. House,NA,Democratic,Peter Welch,136
Franklin,S. Hero,NA,U.S. House,NA,Democratic,Peter Welch,54
Addison,Springfield,Windsor 1-1,U.S. House,NA,Democratic,Peter Welch,2
Addison,Springfield,Windsor 1-2,U.S. House,NA,Democratic,Peter Welch,819
Rutland,St. Albans City,NA,U.S. House,NA,Democratic,Peter Welch,111
Chittenden,St. Albans Town,NA,U.S. House,NA,Democratic,Peter Welch,158
Grand Isle,St. George,NA,U.S. House,NA,Democratic,Peter Welch,23
Windsor,St. Johnsbury,NA,U.S. House,NA,Democratic,Peter Welch,108
Bennington,Stamford,NA,U.S. House,NA,Democratic,Peter Welch,27
Caledonia,Stannard,NA,U.S. House,NA,Democratic,Peter Welch,10
Addison,Starksboro,NA,U.S. House,NA,Democratic,Peter Welch,58
Windsor,Stockbridge,NA,U.S. House,NA,Democratic,Peter Welch,31
Lamoille,Stowe,NA,U.S. House,NA,Democratic,Peter Welch,45
Orange,Strafford,NA,U.S. House,NA,Democratic,Peter Welch,55
Windham,Stratton,NA,U.S. House,NA,Democratic,Peter Welch,3
Rutland,Sudbury,NA,U.S. House,NA,Democratic,Peter Welch,15
Bennington,Sunderland,NA,U.S. House,NA,Democratic,Peter Welch,20
Caledonia,Sutton,NA,U.S. House,NA,Democratic,Peter Welch,10
Franklin,Swanton,NA,U.S. House,NA,Democratic,Peter Welch,120
Orange,Thetford,NA,U.S. House,NA,Democratic,Peter Welch,92
Rutland,Tinmouth,NA,U.S. House,NA,Democratic,Peter Welch,64
Orange,Topsham,NA,U.S. House,NA,Democratic,Peter Welch,20
Windham,Townshend,NA,U.S. House,NA,Democratic,Peter Welch,46
Orleans,Troy,NA,U.S. House,NA,Democratic,Peter Welch,23
Orange,Tunbridge,NA,U.S. House,NA,Democratic,Peter Welch,41
Chittenden,Underhill,NA,U.S. House,NA,Democratic,Peter Welch,147
Addison,Vergennes,NA,U.S. House,NA,Democratic,Peter Welch,39
Windham,Vernon,NA,U.S. House,NA,Democratic,Peter Welch,14
Orange,Vershire,NA,U.S. House,NA,Democratic,Peter Welch,33
Essex,Victory,NA,U.S. House,NA,Democratic,Peter Welch,4
Washington,Waitsfield,NA,U.S. House,NA,Democratic,Peter Welch,73
Caledonia,Walden,NA,U.S. House,NA,Democratic,Peter Welch,21
Rutland,Wallingford,NA,U.S. House,NA,Democratic,Peter Welch,134
Addison,Waltham,NA,U.S. House,NA,Democratic,Peter Welch,8
Windham,Wardsboro,NA,U.S. House,NA,Democratic,Peter Welch,16
Washington,Warren,NA,U.S. House,NA,Democratic,Peter Welch,54
Orange,Washington,NA,U.S. House,NA,Democratic,Peter Welch,16
Washington,Waterbury,NA,U.S. House,NA,Democratic,Peter Welch,323
Caledonia,Waterford,NA,U.S. House,NA,Democratic,Peter Welch,8
Lamoille,Waterville,NA,U.S. House,NA,Democratic,Peter Welch,5
Windsor,Weathersfield,NA,U.S. House,NA,Democratic,Peter Welch,78
Rutland,Wells,NA,U.S. House,NA,Democratic,Peter Welch,16
Orange,W. Fairlee,NA,U.S. House,NA,Democratic,Peter Welch,23
Rutland,W. Haven,NA,U.S. House,NA,Democratic,Peter Welch,5
Rutland,W. Rutland,NA,U.S. House,NA,Democratic,Peter Welch,70
Windsor,W. Windsor,NA,U.S. House,NA,Democratic,Peter Welch,41
Orleans,Westfield,NA,U.S. House,NA,Democratic,Peter Welch,11
Chittenden,Westford,NA,U.S. House,NA,Democratic,Peter Welch,47
Windham,Westminster,Windham 4,U.S. House,NA,Democratic,Peter Welch,13
Windham,Westminster,Windham 5,U.S. House,NA,Democratic,Peter Welch,349
Orleans,Westmore,NA,U.S. House,NA,Democratic,Peter Welch,13
Windsor,Weston,NA,U.S. House,NA,Democratic,Peter Welch,33
Addison,Weybridge,NA,U.S. House,NA,Democratic,Peter Welch,32
Caledonia,Wheelock,NA,U.S. House,NA,Democratic,Peter Welch,13
Addison,Whiting,NA,U.S. House,NA,Democratic,Peter Welch,14
Windham,Whitingham,NA,U.S. House,NA,Democratic,Peter Welch,30
Orange,Williamstown,NA,U.S. House,NA,Democratic,Peter Welch,23
Chittenden,Williston,NA,U.S. House,NA,Democratic,Peter Welch,193
Windham,Wilmington,NA,U.S. House,NA,Democratic,Peter Welch,44
Windham,Windham,NA,U.S. House,NA,Democratic,Peter Welch,26
Windsor,Windsor,NA,U.S. House,NA,Democratic,Peter Welch,91
Bennington,Winhall,NA,U.S. House,NA,Democratic,Peter Welch,17
Chittenden,Winooski,NA,U.S. House,NA,Democratic,Peter Welch,101
Lamoille,Wolcott,NA,U.S. House,NA,Democratic,Peter Welch,50
Washington,Woodbury,NA,U.S. House,NA,Democratic,Peter Welch,37
Bennington,Woodford,NA,U.S. House,NA,Democratic,Peter Welch,11
Windsor,Woodstock,NA,U.S. House,NA,Democratic,Peter Welch,156
Washington,Worcester,NA,U.S. House,NA,Democratic,Peter Welch,50
Addison,Addison,NA,U.S. House,NA,Democratic,Craig Barclay Hill,5
Orleans,Albany,NA,U.S. House,NA,Democratic,Craig Barclay Hill,5
Grand Isle,Alburgh,NA,U.S. House,NA,Democratic,Craig Barclay Hill,5
Windsor,Andover,NA,U.S. House,NA,Democratic,Craig Barclay Hill,3
Bennington,Arlington,NA,U.S. House,NA,Democratic,Craig Barclay Hill,9
Windham,Athens,NA,U.S. House,NA,Democratic,Craig Barclay Hill,6
Franklin,Bakersfield,NA,U.S. House,NA,Democratic,Craig Barclay Hill,3
Windsor,Baltimore,NA,U.S. House,NA,Democratic,Craig Barclay Hill,1
Windsor,Barnard,NA,U.S. House,NA,Democratic,Craig Barclay Hill,3
Caledonia,Barnet,NA,U.S. House,NA,Democratic,Craig Barclay Hill,9
Washington,Barre City,Washington 3-1,U.S. House,NA,Democratic,Craig Barclay Hill,7
Washington,Barre City,Washington 3-2,U.S. House,NA,Democratic,Craig Barclay Hill,9
Washington,Barre City,Washington 3-3,U.S. House,NA,Democratic,Craig Barclay Hill,1
Washington,Barre Town,NA,U.S. House,NA,Democratic,Craig Barclay Hill,18
Orleans,Barton,NA,U.S. House,NA,Democratic,Craig Barclay Hill,12
Lamoille,Belvidere,NA,U.S. House,NA,Democratic,Craig Barclay Hill,2
Bennington,Bennington,Bennington 2-1,U.S. House,NA,Democratic,Craig Barclay Hill,34
Bennington,Bennington,Bennington 2-2,U.S. House,NA,Democratic,Craig Barclay Hill,26
Bennington,Bennington,Bennington 5,U.S. House,NA,Democratic,Craig Barclay Hill,0
Rutland,Benson,NA,U.S. House,NA,Democratic,Craig Barclay Hill,3
Franklin,Berkshire,NA,U.S. House,NA,Democratic,Craig Barclay Hill,3
Washington,Berlin,NA,U.S. House,NA,Democratic,Craig Barclay Hill,9
Windsor,Bethel,NA,U.S. House,NA,Democratic,Craig Barclay Hill,11
Essex,Bloomfield,NA,U.S. House,NA,Democratic,Craig Barclay Hill,0
Chittenden,Bolton,NA,U.S. House,NA,Democratic,Craig Barclay Hill,11
Orange,Bradford,NA,U.S. House,NA,Democratic,Craig Barclay Hill,5
Orange,Braintree,NA,U.S. House,NA,Democratic,Craig Barclay Hill,3
Rutland,Brandon,NA,U.S. House,NA,Democratic,Craig Barclay Hill,14
Windham,Brattleboro,Windham 3-1,U.S. House,NA,Democratic,Craig Barclay Hill,21
Windham,Brattleboro,Windham 3-2,U.S. House,NA,Democratic,Craig Barclay Hill,18
Windham,Brattleboro,Windham 3-3,U.S. House,NA,Democratic,Craig Barclay Hill,16
Windsor,Bridgewater,NA,U.S. House,NA,Democratic,Craig Barclay Hill,3
Addison,Bridport,NA,U.S. House,NA,Democratic,Craig Barclay Hill,5
Essex,Brighton,NA,U.S. House,NA,Democratic,Craig Barclay Hill,5
Addison,Bristol,NA,U.S. House,NA,Democratic,Craig Barclay Hill,13
Orange,Brookfield,NA,U.S. House,NA,Democratic,Craig Barclay Hill,6
Windham,Brookline,NA,U.S. House,NA,Democratic,Craig Barclay Hill,1
Orleans,Brownington,NA,U.S. House,NA,Democratic,Craig Barclay Hill,2
Essex,Brunswick,NA,U.S. House,NA,Democratic,Craig Barclay Hill,0
Caledonia,Burke,NA,U.S. House,NA,Democratic,Craig Barclay Hill,1
Chittenden,Burlington,Chittenden 3-1,U.S. House,NA,Democratic,Craig Barclay Hill,42
Chittenden,Burlington,Chittenden 3-2,U.S. House,NA,Democratic,Craig Barclay Hill,24
Chittenden,Burlington,Chittenden 3-3,U.S. House,NA,Democratic,Craig Barclay Hill,46
Chittenden,Burlington,Chittenden 3-4,U.S. House,NA,Democratic,Craig Barclay Hill,21
Chittenden,Burlington,Chittenden 3-5,U.S. House,NA,Democratic,Craig Barclay Hill,67
Chittenden,Burlington,Chittenden 3-6,U.S. House,NA,Democratic,Craig Barclay Hill,1
Washington,Cabot,NA,U.S. House,NA,Democratic,Craig Barclay Hill,10
Washington,Calais,NA,U.S. House,NA,Democratic,Craig Barclay Hill,18
Lamoille,Cambridge,NA,U.S. House,NA,Democratic,Craig Barclay Hill,6
Essex,Canaan,NA,U.S. House,NA,Democratic,Craig Barclay Hill,2
Rutland,Castleton,NA,U.S. House,NA,Democratic,Craig Barclay Hill,7
Windsor,Cavendish,NA,U.S. House,NA,Democratic,Craig Barclay Hill,10
Orleans,Charleston,NA,U.S. House,NA,Democratic,Craig Barclay Hill,1
Chittenden,Charlotte,NA,U.S. House,NA,Democratic,Craig Barclay Hill,11
Orange,Chelsea,NA,U.S. House,NA,Democratic,Craig Barclay Hill,6
Windsor,Chester,NA,U.S. House,NA,Democratic,Craig Barclay Hill,16
Rutland,Chittenden,NA,U.S. House,NA,Democratic,Craig Barclay Hill,2
Rutland,Clarendon,NA,U.S. House,NA,Democratic,Craig Barclay Hill,21
Chittenden,Colchester,Chittenden 7-1,U.S. House,NA,Democratic,Craig Barclay Hill,7
Chittenden,Colchester,Chittenden 7-2,U.S. House,NA,Democratic,Craig Barclay Hill,22
Essex,Concord,NA,U.S. House,NA,Democratic,Craig Barclay Hill,8
Orange,Corinth,NA,U.S. House,NA,Democratic,Craig Barclay Hill,8
Addison,Cornwall,NA,U.S. House,NA,Democratic,Craig Barclay Hill,4
Orleans,Coventry,NA,U.S. House,NA,Democratic,Craig Barclay Hill,12
Orleans,Craftsbury,NA,U.S. House,NA,Democratic,Craig Barclay Hill,11
Rutland,Danby,NA,U.S. House,NA,Democratic,Craig Barclay Hill,17
Caledonia,Danville,NA,U.S. House,NA,Democratic,Craig Barclay Hill,25
Orleans,Derby,NA,U.S. House,NA,Democratic,Craig Barclay Hill,12
Bennington,Dorset,NA,U.S. House,NA,Democratic,Craig Barclay Hill,1
Windham,Dover,NA,U.S. House,NA,Democratic,Craig Barclay Hill,9
Windham,Dummerston,NA,U.S. House,NA,Democratic,Craig Barclay Hill,30
Washington,Duxbury,NA,U.S. House,NA,Democratic,Craig Barclay Hill,17
Essex,E. Haven,NA,U.S. House,NA,Democratic,Craig Barclay Hill,6
Washington,E. Montpelier,NA,U.S. House,NA,Democratic,Craig Barclay Hill,14
Lamoille,Eden,NA,U.S. House,NA,Democratic,Craig Barclay Hill,5
Lamoille,Elmore,NA,U.S. House,NA,Democratic,Craig Barclay Hill,4
Franklin,Enosburgh,NA,U.S. House,NA,Democratic,Craig Barclay Hill,1
Chittenden,Essex,Chittenden 6-1,U.S. House,NA,Democratic,Craig Barclay Hill,18
Chittenden,Essex,Chittenden 6-2,U.S. House,NA,Democratic,Craig Barclay Hill,16
Chittenden,Essex,Chittenden 6-3,U.S. House,NA,Democratic,Craig Barclay Hill,5
Rutland,Fair Haven,NA,U.S. House,NA,Democratic,Craig Barclay Hill,4
Franklin,Fairfax,NA,U.S. House,NA,Democratic,Craig Barclay Hill,9
Franklin,Fairfield,NA,U.S. House,NA,Democratic,Craig Barclay Hill,18
Orange,Fairlee,NA,U.S. House,NA,Democratic,Craig Barclay Hill,4
Washington,Fayston,NA,U.S. House,NA,Democratic,Craig Barclay Hill,4
Addison,Ferrisburgh,NA,U.S. House,NA,Democratic,Craig Barclay Hill,14
Franklin,Fletcher,NA,U.S. House,NA,Democratic,Craig Barclay Hill,5
Franklin,Franklin,NA,U.S. House,NA,Democratic,Craig Barclay Hill,4
Franklin,Georgia,NA,U.S. House,NA,Democratic,Craig Barclay Hill,2
